Time [s],Pressure [mbar],N injection,Time opening [ms],Tau injection [ms],Mass [g]
1620190367.57171,3387.375,10,5,5000,0.168
1620190370.25339,3386.99975585937,10,5,5000,0.191
1620190372.84753,3386.625,11,5,5000,0.191
1620190375.49277,3387.375,11,5,5000,0.211
1620190378.10612,3387.75024414062,12,5,5000,0.209
1620190380.70425,3382.875,12,5,5000,0.222
1620190383.30607,3387.75024414062,13,5,5000,0.227
1620190385.89956,3386.25,14,5,5000,0.248
1620190388.51912,3386.99975585937,14,5,5000,0.357
1620190391.14527,3387.75024414062,15,5,5000,0.263
1620190393.7639,3386.625,15,5,5000,0.284
1620190396.38589,3388.125,16,5,5000,0.285
1620190398.98572,3385.875,16,5,5000,0.302
1620190401.58667,3388.875,17,5,5000,0.301
1620190404.18253,3385.875,17,5,5000,0.32
1620190406.77822,3385.12524414062,18,5,5000,0.319
1620190409.37663,3386.625,18,5,5000,0.341
1620190411.97187,3385.12524414062,19,5,5000,0.34
1620190414.56993,3387.75024414062,19,5,5000,0.36
1620190417.16398,3384.75,20,5,5000,0.359
1620190419.75964,3385.12524414062,20,5,5000,0.378
1620190422.36004,3385.5,21,5,5000,0.378
1620190424.95613,3388.125,21,5,5000,0.396
1620190427.5529,3386.99975585937,22,5,5000,0.395
1620190430.15179,3388.5,22,5,5000,0.414
1620190432.74761,3388.125,23,5,5000,0.413
1620190435.36706,3386.25,23,5,5000,0.434
1620190437.99111,3384.75,24,5,5000,0.434
1620190440.58563,3387.375,24,5,5000,0.452
1620190443.18593,3386.625,25,5,5000,0.451
1620190445.7841,3386.25,26,5,5000,0.469
1620190448.36276,3386.625,26,5,5000,0.574
1620190450.97446,3385.875,27,5,5000,0.485
1620190453.57515,3384.75,27,5,5000,0.548
1620190456.17352,3383.625,28,5,5000,0.505
1620190458.77493,3385.875,28,5,5000,0.524
1620190461.36685,3385.12524414062,29,5,5000,0.524
1620190463.96852,3384.37475585937,29,5,5000,0.542
1620190466.55905,3385.875,30,5,5000,0.541
1620190469.15982,3385.12524414062,30,5,5000,0.561
1620190471.75913,3386.25,31,5,5000,0.561
1620190474.35702,3386.625,31,5,5000,0.579
1620190476.94939,3385.5,32,5,5000,0.578
1620190479.54249,3383.625,32,5,5000,0.596
1620190482.14816,3385.875,33,5,5000,0.596
1620190484.73693,3384.75,33,5,5000,0.615
1620190487.3397,3387.375,34,5,5000,0.615
1620190489.93085,3389.62475585937,34,5,5000,0.633
1620190492.53179,3385.875,35,5,5000,0.632
1620190495.12971,3382.875,35,5,5000,0.651
1620190497.72476,3385.12524414062,36,5,5000,0.652
1620190500.33218,3386.99975585937,36,5,5000,0.671
1620190502.92139,3384.37475585937,37,5,5000,0.669
1620190505.5134,3386.25,37,5,5000,0.687
1620190508.11211,3385.12524414062,38,5,5000,0.687
1620190510.70992,3384,38,5,5000,0.705
1620190513.30877,3385.5,39,5,5000,0.705
1620190515.90738,3385.12524414062,40,5,5000,0.726
1620190518.49998,3384.37475585937,40,5,5000,0.834
1620190521.10202,3381.375,41,5,5000,0.744
1620190523.69789,3384.37475585937,41,5,5000,0.762
1620190526.29423,3382.875,42,5,5000,0.762
1620190528.89429,3384,42,5,5000,0.781
1620190531.4861,3385.875,43,5,5000,0.781
1620190534.08668,3386.25,43,5,5000,0.799
1620190536.68314,3384,44,5,5000,0.799
1620190539.2825,3384.37475585937,44,5,5000,0.817
1620190541.87845,3387.375,45,5,5000,0.817
1620190544.47168,3385.5,45,5,5000,0.836
1620190547.07174,3386.625,46,5,5000,0.836
1620190549.66395,3386.625,46,5,5000,0.855
1620190552.26644,3384.75,47,5,5000,0.855
1620190554.8598,3382.875,47,5,5000,0.873
1620190557.46055,3384.37475585937,48,5,5000,0.872
1620190560.05798,3384,48,5,5000,0.891
1620190562.65023,3384,49,5,5000,0.891
1620190565.24891,3384.37475585937,49,5,5000,0.909
1620190567.84656,3384.75,50,5,5000,0.909
1620190570.44121,3384.37475585937,50,5,5000,0.926
1620190573.04294,3384,51,5,5000,0.926
1620190575.63721,3383.625,51,5,5000,0.944
1620190578.23602,3384.75,52,5,5000,0.944
1620190580.83254,3383.625,53,5,5000,0.964
1620190583.42868,3384.37475585937,53,5,5000,1.069
1620190586.03022,3384.37475585937,54,5,5000,0.983
1620190588.62326,3381.74975585938,54,5,5000,1.023
1620190591.22252,3384.75,55,5,5000,0.999
1620190593.81966,3384.37475585937,55,5,5000,1.019
1620190596.41396,3384,56,5,5000,1.019
1620190599.01355,3382.875,56,5,5000,1.037
1620190601.60876,3383.625,57,5,5000,1.037
1620190604.21087,3384.75,57,5,5000,1.056
1620190606.80483,3382.875,58,5,5000,1.056
1620190609.40035,3384.37475585937,58,5,5000,1.075
1620190611.9972,3382.50024414062,59,5,5000,1.075
1620190614.60197,3385.5,59,5,5000,1.093
1620190617.16819,3385.5,60,5,5000,1.093
1620190619.78778,3384.37475585937,60,5,5000,1.112
1620190622.39222,3384.37475585937,61,5,5000,1.112
1620190624.9843,3382.50024414062,61,5,5000,1.13
1620190627.5807,3383.625,62,5,5000,1.13
1620190630.17886,3383.25,62,5,5000,1.148
1620190632.77633,3383.625,63,5,5000,1.148
1620190635.3749,3385.5,63,5,5000,1.169
1620190637.96933,3384.37475585937,64,5,5000,1.169
1620190640.56639,3384.75,64,5,5000,1.187
1620190643.1654,3382.125,65,5,5000,1.187
1620190645.76026,3384,66,5,5000,1.208
1620190648.35542,3381.74975585938,66,5,5000,1.208
1620190650.959,3384.37475585937,67,5,5000,1.227
1620190653.55445,3385.12524414062,67,5,5000,1.332
1620190656.15194,3382.875,68,5,5000,1.246
1620190658.7441,3384.75,68,5,5000,1.265
1620190661.34462,3381,69,5,5000,1.265
1620190663.94196,3385.5,69,5,5000,1.283
1620190666.53329,3384.75,70,5,5000,1.283
1620190669.13976,3384,70,5,5000,1.302
1620190671.73387,3384.37475585937,71,5,5000,1.301
1620190674.32931,3383.625,71,5,5000,1.32
1620190676.92002,3381.375,72,5,5000,1.32
1620190679.52403,3382.50024414062,72,5,5000,1.339
1620190682.12464,3382.50024414062,73,5,5000,1.339
1620190684.71488,3381.375,73,5,5000,1.357
1620190687.3146,3383.625,74,5,5000,1.356
1620190689.91128,3381,74,5,5000,1.377
1620190692.51124,3380.62524414062,75,5,5000,1.377
1620190695.10619,3382.50024414062,75,5,5000,1.394
1620190697.70151,3384,76,5,5000,1.394
1620190700.29867,3382.50024414062,76,5,5000,1.412
1620190702.89784,3383.625,77,5,5000,1.411
1620190705.4894,3383.625,77,5,5000,1.43
1620190708.09268,3381.375,78,5,5000,1.43
1620190710.6875,3383.625,78,5,5000,1.449
1620190713.28481,3382.875,79,5,5000,1.448
1620190715.88568,3383.625,80,5,5000,1.466
1620190718.47855,3383.625,80,5,5000,1.574
1620190721.10433,3384,81,5,5000,1.485
1620190723.72725,3381.74975585938,81,5,5000,1.514
1620190726.3208,3382.125,82,5,5000,1.503
1620190728.91805,3383.25,82,5,5000,1.521
1620190731.5181,3380.25,83,5,5000,1.522
1620190734.11468,3382.50024414062,83,5,5000,1.542
1620190736.70991,3383.625,84,5,5000,1.541
1620190739.30795,3382.875,84,5,5000,1.559
1620190741.90774,3384.37475585937,85,5,5000,1.559
1620190744.51913,3381.74975585938,85,5,5000,1.578
1620190747.1807,3382.50024414062,86,5,5000,1.578
1620190749.79874,3382.50024414062,86,5,5000,1.597
1620190752.3767,3382.125,87,5,5000,1.597
1620190754.99021,3383.25,87,5,5000,1.615
1620190757.58379,3383.25,88,5,5000,1.614
1620190760.18575,3381,88,5,5000,1.633
1620190762.78,3382.875,89,5,5000,1.632
1620190765.37743,3383.625,89,5,5000,1.65
1620190767.97691,3385.5,90,5,5000,1.65
1620190770.57196,3384,90,5,5000,1.668
1620190773.17073,3381.74975585938,91,5,5000,1.668
1620190775.76662,3381,91,5,5000,1.686
1620190778.36607,3381.74975585938,92,5,5000,1.686
1620190780.96151,3379.5,93,5,5000,1.705
1620190783.58089,3384.37475585937,93,5,5000,1.815
1620190786.20618,3382.875,94,5,5000,1.723
1620190788.79893,3382.125,94,5,5000,1.741
1620190791.40279,3381,95,5,5000,1.741
1620190793.99604,3384,95,5,5000,1.759
1620190796.58828,3384,96,5,5000,1.759
1620190799.19144,3384.75,96,5,5000,1.777
1620190801.79033,3379.125,97,5,5000,1.777
1620190804.38478,3384.37475585937,97,5,5000,1.795
1620190806.97978,3379.5,98,5,5000,1.795
1620190809.57194,3382.50024414062,98,5,5000,1.813
1620190812.17431,3379.125,99,5,5000,1.812
1620190814.77417,3379.87475585938,99,5,5000,1.83
1620190817.37285,3382.875,100,5,5000,1.83
1620190819.96627,3383.625,100,5,5000,1.849
1620190822.55486,3381.74975585938,101,5,5000,1.849
1620190825.15922,3382.875,101,5,5000,1.866
1620190827.75807,3380.62524414062,102,5,5000,1.866
1620190830.35227,3382.50024414062,102,5,5000,1.883
1620190832.9507,3382.125,103,5,5000,1.883
1620190835.54218,3383.25,103,5,5000,1.902
1620190838.14285,3381.74975585938,104,5,5000,1.902
1620190840.74228,3381,104,5,5000,1.92
1620190843.33573,3382.50024414062,105,5,5000,1.92
1620190845.93662,3379.5,106,5,5000,1.94
1620190848.53427,3383.625,106,5,5000,2.047
1620190851.12737,3378.00024414063,107,5,5000,1.958
1620190853.72621,3381.375,107,5,5000,1.979
1620190856.32167,3381.375,108,5,5000,1.977
1620190858.91904,3381.375,108,5,5000,1.995
1620190861.51342,3381,109,5,5000,1.995
1620190864.12298,3380.62524414062,109,5,5000,2.013
1620190866.76026,3381,110,5,5000,2.013
1620190869.35275,3381.375,110,5,5000,2.031
1620190871.94847,3382.125,111,5,5000,2.031
1620190874.5477,3383.25,111,5,5000,2.05
1620190877.14655,3380.25,112,5,5000,2.05
1620190879.73959,3381.375,112,5,5000,2.068
1620190882.33759,3382.125,113,5,5000,2.068
1620190884.93216,3379.87475585938,113,5,5000,2.087
1620190887.53277,3380.62524414062,114,5,5000,2.087
1620190890.13318,3378.75,114,5,5000,2.103
1620190892.72702,3380.62524414062,115,5,5000,2.105
1620190895.3205,3379.5,115,5,5000,2.123
1620190897.91541,3380.62524414062,116,5,5000,2.122
1620190900.51817,3379.125,116,5,5000,2.142
1620190903.11519,3379.87475585938,117,5,5000,2.142
