"Time","salzano_ingrid_robegano_MASSFLOW"
2021-02-02 23:34:25,1359
2021-02-02 23:35:25,1355
2021-02-02 23:36:25,1344
2021-02-02 23:37:25,1339
2021-02-02 23:38:25,1349
2021-02-02 23:39:25,1331
2021-02-02 23:40:25,1328
2021-02-02 23:41:26,1326
2021-02-02 23:42:26,1318
2021-02-02 23:43:26,1310
2021-02-02 23:44:26,1304
2021-02-02 23:45:26,1314
2021-02-02 23:46:26,1296
2021-02-02 23:47:26,1293
2021-02-02 23:48:26,1291
2021-02-02 23:49:27,1283
2021-02-02 23:50:27,1286
2021-02-02 23:51:27,1273
2021-02-02 23:52:27,1286
2021-02-02 23:53:27,1266
2021-02-02 23:54:27,1264
2021-02-02 23:55:27,1282
2021-02-02 23:56:27,1260
2021-02-02 23:57:28,1277
2021-02-02 23:58:28,1255
2021-02-02 23:59:28,1254
2021-02-03 00:00:28,1272
2021-02-03 00:01:28,1249
2021-02-03 00:02:28,1267
2021-02-03 00:03:28,1245
2021-02-03 00:04:29,1262
2021-02-03 00:05:29,1240
2021-02-03 00:06:29,1239
2021-02-03 00:07:29,1257
2021-02-03 00:08:29,1235
2021-02-03 00:09:29,1252
2021-02-03 00:10:29,1230
2021-02-03 00:11:30,1247
2021-02-03 00:12:30,1225
2021-02-03 00:13:30,1224
2021-02-03 00:14:30,1242
2021-02-03 00:15:30,1239
2021-02-03 00:16:30,1224
2021-02-03 00:17:30,1218
2021-02-03 00:18:30,1237
2021-02-03 00:19:31,1216
2021-02-03 00:20:31,1232
2021-02-03 00:21:31,1210
2021-02-03 00:22:31,1209
2021-02-03 00:23:31,1227
2021-02-03 00:24:31,1205
2021-02-03 00:25:31,1222
2021-02-03 00:26:32,1222
2021-02-03 00:27:32,1200
2021-02-03 00:28:32,1197
2021-02-03 00:29:32,1189
2021-02-03 00:30:32,1185
2021-02-03 00:31:32,1200
2021-02-03 00:32:33,1181
2021-02-03 00:33:33,1197
2021-02-03 00:34:33,1175
2021-02-03 00:35:33,1174
2021-02-03 00:36:33,1192
2021-02-03 00:37:33,1170
2021-02-03 00:38:33,1187
2021-02-03 00:39:33,1165
2021-02-03 00:40:34,1164
2021-02-03 00:41:34,1182
2021-02-03 00:42:34,1160
2021-02-03 00:43:34,1177
2021-02-03 00:44:34,1155
2021-02-03 00:45:34,1154
2021-02-03 00:46:34,1172
2021-02-03 00:47:35,1150
2021-02-03 00:48:35,1167
2021-02-03 00:49:35,1145
2021-02-03 00:50:35,1144
2021-02-03 00:51:35,1162
2021-02-03 00:52:35,1140
2021-02-03 00:53:35,1157
2021-02-03 00:54:35,1135
2021-02-03 00:55:36,1152
2021-02-03 00:56:36,1130
2021-02-03 00:57:36,1129
2021-02-03 00:58:36,1147
2021-02-03 00:59:36,1125
2021-02-03 01:00:36,1142
2021-02-03 01:01:36,1120
2021-02-03 01:02:36,1119
2021-02-03 01:03:37,1137
2021-02-03 01:04:37,1115
2021-02-03 01:05:37,1132
2021-02-03 01:06:37,1110
2021-02-03 01:07:37,1109
2021-02-03 01:08:37,1127
2021-02-03 01:09:37,1105
2021-02-03 01:11:38,1100
2021-02-03 01:12:38,1099
2021-02-03 01:13:38,1117
2021-02-03 01:14:38,1114
2021-02-03 01:15:39,1099
2021-02-03 01:16:39,1093
2021-02-03 01:17:39,1112
2021-02-03 01:18:39,1091
2021-02-03 01:19:39,1107
2021-02-03 01:20:40,1085
2021-02-03 01:21:40,1084
2021-02-03 01:22:40,1102
2021-02-03 01:23:40,1080
2021-02-03 01:24:40,1097
2021-02-03 01:25:40,1075
2021-02-03 01:26:40,1074
2021-02-03 01:27:41,1070
2021-02-03 01:28:41,1069
2021-02-03 01:29:41,1087
2021-02-03 01:30:41,1065
2021-02-03 01:32:41,1060
2021-02-03 01:33:42,1059
2021-02-03 01:34:42,1077
2021-02-03 01:35:42,1055
2021-02-03 01:36:42,1072
2021-02-03 01:37:42,1050
2021-02-03 01:38:42,1049
2021-02-03 01:39:42,1067
2021-02-03 01:40:43,1045
2021-02-03 01:41:43,1062
2021-02-03 01:42:43,1040
2021-02-03 01:43:43,1057
2021-02-03 01:44:43,1035
2021-02-03 01:45:43,1034
2021-02-03 01:46:43,1052
2021-02-03 01:47:44,1030
2021-02-03 01:48:44,1047
2021-02-03 01:49:44,1025
2021-02-03 01:50:44,1024
2021-02-03 01:51:44,1042
2021-02-03 01:52:44,1020
2021-02-03 01:53:44,1037
2021-02-03 01:54:44,1015
2021-02-03 01:55:45,1014
2021-02-03 01:56:45,1032
2021-02-03 01:57:45,1010
2021-02-03 01:58:45,1027
2021-02-03 01:59:45,1005
2021-02-03 02:00:45,1004
2021-02-03 02:01:45,1022
2021-02-03 02:02:46,1000
2021-02-03 02:03:46,1017
2021-02-03 02:04:46,995
2021-02-03 02:05:46,1012
2021-02-03 02:06:46,990
2021-02-03 02:07:46,989
2021-02-03 02:08:47,1007
2021-02-03 02:09:47,985
2021-02-03 02:10:47,1002
2021-02-03 02:11:47,980
2021-02-03 02:12:47,979
2021-02-03 02:13:47,997
2021-02-03 02:14:48,975
2021-02-03 02:15:48,992
2021-02-03 02:16:48,970
2021-02-03 02:17:48,987
2021-02-03 02:18:48,965
2021-02-03 02:19:48,964
2021-02-03 02:20:48,982
2021-02-03 02:21:48,960
2021-02-03 02:22:49,977
2021-02-03 02:23:49,955
2021-02-03 02:24:49,972
2021-02-03 02:25:49,950
2021-02-03 02:26:49,949
2021-02-03 02:27:49,967
2021-02-03 02:28:49,945
2021-02-03 02:29:50,962
2021-02-03 02:30:50,940
2021-02-03 02:31:50,939
2021-02-03 02:32:50,957
2021-02-03 02:33:50,935
2021-02-03 02:34:50,952
2021-02-03 02:35:51,930
2021-02-03 02:36:51,929
2021-02-03 02:37:51,947
2021-02-03 02:38:51,925
2021-02-03 02:39:51,942
2021-02-03 02:40:51,920
2021-02-03 02:41:51,919
2021-02-03 02:42:52,937
2021-02-03 02:43:52,915
2021-02-03 02:44:52,932
2021-02-03 02:45:52,910
2021-02-03 02:46:52,929
2021-02-03 02:47:52,914
2021-02-03 02:48:53,927
2021-02-03 02:49:53,906
2021-02-03 02:50:53,903
2021-02-03 02:51:53,922
2021-02-03 02:52:53,899
2021-02-03 02:53:53,917
2021-02-03 02:54:54,895
2021-02-03 02:55:54,912
2021-02-03 02:56:54,890
2021-02-03 02:57:54,889
2021-02-03 02:58:54,907
2021-02-03 02:59:54,885
2021-02-03 03:00:55,902
2021-02-03 03:01:55,880
2021-02-03 03:02:55,897
2021-02-03 03:03:55,875
2021-02-03 03:04:55,892
2021-02-03 03:05:55,870
2021-02-03 03:06:55,869
2021-02-03 03:07:55,879
2021-02-03 03:08:55,861
2021-02-03 03:09:56,876
2021-02-03 03:10:56,856
2021-02-03 03:11:56,872
2021-02-03 03:12:56,850
2021-02-03 03:13:56,867
2021-02-03 03:14:56,845
2021-02-03 03:15:56,844
2021-02-03 03:16:56,862
2021-02-03 03:17:56,859
2021-02-03 03:18:57,844
2021-02-03 03:19:57,838
2021-02-03 03:20:57,836
2021-02-03 03:21:57,833
2021-02-03 03:22:57,852
2021-02-03 03:23:57,830
2021-02-03 03:24:57,847
2021-02-03 03:25:57,825
2021-02-03 03:26:57,842
2021-02-03 03:27:57,820
2021-02-03 03:28:58,819
2021-02-03 03:29:58,815
2021-02-03 03:30:58,814
2021-02-03 03:31:58,832
2021-02-03 03:32:58,809
2021-02-03 03:33:58,827
2021-02-03 03:34:58,805
2021-02-03 03:35:58,822
2021-02-03 03:36:58,800
2021-02-03 03:37:59,817
2021-02-03 03:38:59,795
2021-02-03 03:39:59,794
2021-02-03 03:40:59,812
2021-02-03 03:41:59,789
2021-02-03 03:42:59,807
2021-02-03 03:43:59,785
2021-02-03 03:45:00,802
2021-02-03 03:46:00,780
2021-02-03 03:47:00,797
2021-02-03 03:48:00,775
2021-02-03 03:49:00,774
2021-02-03 03:50:00,792
2021-02-03 03:51:00,770
2021-02-03 03:52:00,787
2021-02-03 03:53:00,765
2021-02-03 03:54:00,782
2021-02-03 03:55:01,760
2021-02-03 03:56:01,759
2021-02-03 03:57:01,777
2021-02-03 03:58:01,754
2021-02-03 03:59:01,772
2021-02-03 04:00:01,750
2021-02-03 04:01:01,767
2021-02-03 04:02:01,745
2021-02-03 04:03:01,764
2021-02-03 04:04:02,750
2021-02-03 04:05:02,765
2021-02-03 04:06:02,765
2021-02-03 04:07:02,770
2021-02-03 04:08:02,752
2021-02-03 04:09:02,767
2021-02-03 04:10:02,767
2021-02-03 04:11:02,767
2021-02-03 04:12:02,752
2021-02-03 04:13:03,767
2021-02-03 04:14:03,746
2021-02-03 04:15:03,750
2021-02-03 04:16:03,744
2021-02-03 04:17:03,750
2021-02-03 04:18:03,763
2021-02-03 04:19:03,744
2021-02-03 04:20:03,750
2021-02-03 04:21:04,758
2021-02-03 04:22:04,750
2021-02-03 04:23:04,760
2021-02-03 04:24:04,760
2021-02-03 04:25:04,750
2021-02-03 04:26:04,763
2021-02-03 04:27:04,750
2021-02-03 04:28:04,764
2021-02-03 04:29:04,745
2021-02-03 04:30:05,750
2021-02-03 04:31:05,758
2021-02-03 04:32:05,743
2021-02-03 04:33:05,750
2021-02-03 04:35:05,750
2021-02-03 04:36:05,763
2021-02-03 04:37:05,764
2021-02-03 04:38:05,769
2021-02-03 04:39:06,752
2021-02-03 04:40:06,767
2021-02-03 04:41:06,766
2021-02-03 04:42:06,771
2021-02-03 04:43:06,773
2021-02-03 04:44:06,776
2021-02-03 04:45:06,779
2021-02-03 04:46:06,781
2021-02-03 04:47:07,764
2021-02-03 04:48:07,779
2021-02-03 04:49:07,757
2021-02-03 04:50:07,775
2021-02-03 04:51:07,758
2021-02-03 04:52:07,779
2021-02-03 04:53:07,776
2021-02-03 04:54:07,783
2021-02-03 04:55:07,795
2021-02-03 04:56:08,799
2021-02-03 04:57:08,809
2021-02-03 04:58:08,814
2021-02-03 04:59:08,818
2021-02-03 05:00:08,821
2021-02-03 05:01:08,824
2021-02-03 05:02:08,826
2021-02-03 05:03:08,835
2021-02-03 05:04:09,839
2021-02-03 05:05:09,850
2021-02-03 05:06:09,864
2021-02-03 05:07:09,869
2021-02-03 05:08:09,879
2021-02-03 05:09:09,889
2021-02-03 05:10:09,899
2021-02-03 05:11:09,909
2021-02-03 05:12:09,919
2021-02-03 05:13:10,929
2021-02-03 05:14:10,934
2021-02-03 05:15:10,949
2021-02-03 05:16:10,957
2021-02-03 05:17:10,947
2021-02-03 05:18:10,965
2021-02-03 05:19:10,979
2021-02-03 05:20:10,964
2021-02-03 05:21:10,985
2021-02-03 05:22:11,975
2021-02-03 05:23:11,995
2021-02-03 05:24:11,1005
2021-02-03 05:25:11,1007
2021-02-03 05:26:11,1012
2021-02-03 05:27:11,1017
2021-02-03 05:28:11,1016
2021-02-03 05:29:11,1022
2021-02-03 05:30:11,1010
2021-02-03 05:31:12,1030
2021-02-03 05:32:12,1037
2021-02-03 05:33:12,1040
2021-02-03 05:34:12,1045
2021-02-03 05:35:12,1055
2021-02-03 05:36:12,1064
2021-02-03 05:37:12,1074
2021-02-03 05:38:12,1084
2021-02-03 05:39:13,1099
2021-02-03 05:40:13,1105
2021-02-03 05:41:13,1091
2021-02-03 05:42:13,1107
2021-02-03 05:43:13,1111
2021-02-03 05:44:13,1113
2021-02-03 05:45:13,1100
2021-02-03 05:46:13,1115
2021-02-03 05:47:13,1098
2021-02-03 05:48:14,1120
2021-02-03 05:49:14,1128
2021-02-03 05:50:14,1133
2021-02-03 05:51:14,1145
2021-02-03 05:52:14,1155
2021-02-03 05:53:14,1170
2021-02-03 05:54:14,1180
2021-02-03 05:55:14,1190
2021-02-03 05:56:15,1205
2021-02-03 05:57:15,1220
2021-02-03 05:58:15,1230
2021-02-03 05:59:15,1240
2021-02-03 06:00:15,1255
2021-02-03 06:01:15,1265
2021-02-03 06:02:15,1280
2021-02-03 06:03:15,1295
2021-02-03 06:04:15,1310
2021-02-03 06:05:15,1325
2021-02-03 06:06:16,1340
2021-02-03 06:07:16,1355
2021-02-03 06:08:16,1370
2021-02-03 06:09:16,1385
2021-02-03 06:10:16,1400
2021-02-03 06:11:16,1420
2021-02-03 06:12:16,1435
2021-02-03 06:13:16,1450
2021-02-03 06:14:17,1465
2021-02-03 06:15:17,1480
2021-02-03 06:16:17,1495
2021-02-03 06:17:17,1510
2021-02-03 06:18:17,1525
2021-02-03 06:19:17,1540
2021-02-03 06:20:17,1555
2021-02-03 06:21:17,1565
2021-02-03 06:25:18,1565
2021-02-03 06:26:18,1567
2021-02-03 06:27:18,1591
2021-02-03 06:28:18,1599
2021-02-03 06:29:19,1584
2021-02-03 06:30:19,1607
2021-02-03 06:31:19,1614
2021-02-03 06:32:19,1622
2021-02-03 06:33:19,1625
2021-02-03 06:34:19,1634
2021-02-03 06:35:19,1639
2021-02-03 06:36:19,1624
2021-02-03 06:37:19,1627
2021-02-03 06:38:19,1644
2021-02-03 06:39:20,1655
2021-02-03 06:40:20,1660
2021-02-03 06:41:20,1664
2021-02-03 06:42:20,1678
2021-02-03 06:43:20,1689
2021-02-03 06:44:20,1703
2021-02-03 06:45:20,1718
2021-02-03 06:46:20,1733
2021-02-03 06:47:21,1747
2021-02-03 06:48:21,1753
2021-02-03 06:49:21,1764
2021-02-03 06:50:21,1759
2021-02-03 06:51:21,1783
2021-02-03 06:52:21,1789
2021-02-03 06:53:21,1794
2021-02-03 06:54:21,1799
2021-02-03 06:55:22,1784
2021-02-03 06:56:22,1787
2021-02-03 06:57:22,1810
2021-02-03 06:58:22,1815
2021-02-03 06:59:22,1822
2021-02-03 07:00:22,1828
2021-02-03 07:01:22,1831
2021-02-03 07:02:22,1837
2021-02-03 07:03:23,1820
2021-02-03 07:04:23,1842
2021-02-03 07:05:23,1854
2021-02-03 07:06:23,1860
2021-02-03 07:07:23,1878
2021-02-03 07:08:23,1887
2021-02-03 07:09:23,1903
2021-02-03 07:10:23,1918
2021-02-03 07:11:24,1913
2021-02-03 07:12:24,1944
2021-02-03 07:13:24,1959
2021-02-03 07:14:24,1978
2021-02-03 07:15:24,1998
2021-02-03 07:16:24,2005
2021-02-03 07:17:24,2012
2021-02-03 07:18:24,2000
2021-02-03 07:19:24,2010
2021-02-03 07:20:25,2011
2021-02-03 07:21:25,2000
2021-02-03 07:26:25,2000
2021-02-03 07:27:25,2013
2021-02-03 07:28:26,2013
2021-02-03 07:29:26,2000
2021-02-03 07:30:26,2013
2021-02-03 07:31:26,2014
2021-02-03 07:32:26,2000
2021-02-03 07:35:26,2000
2021-02-03 07:36:26,1994
2021-02-03 07:37:27,2000
2021-02-03 07:38:27,2015
2021-02-03 07:39:27,2013
2021-02-03 07:40:27,2000
2021-02-03 07:41:27,2013
2021-02-03 07:42:27,2013
2021-02-03 07:43:27,2014
2021-02-03 07:44:28,2000
2021-02-03 07:50:28,2000
2021-02-03 07:51:28,2014
2021-02-03 07:52:29,2015
2021-02-03 07:53:29,2000
2021-02-03 07:54:29,2000
2021-02-03 07:55:29,2010
2021-02-03 07:56:29,2000
2021-02-03 07:58:29,2000
2021-02-03 07:59:30,2014
2021-02-03 08:00:30,2013
2021-02-03 08:01:30,2014
2021-02-03 08:02:30,2008
2021-02-03 08:03:30,2013
2021-02-03 08:04:30,2014
2021-02-03 08:05:30,2000
2021-02-03 08:10:31,2000
2021-02-03 08:11:31,1995
2021-02-03 08:12:31,1993
2021-02-03 08:13:31,2014
2021-02-03 08:14:31,2013
2021-02-03 08:15:31,2012
2021-02-03 08:16:32,2000
2021-02-03 08:17:32,2007
2021-02-03 08:18:32,2009
2021-02-03 08:19:32,2011
2021-02-03 08:20:32,2000
2021-02-03 08:23:33,2000
2021-02-03 08:24:33,1994
2021-02-03 08:25:33,1992
2021-02-03 08:26:33,2000
2021-02-03 08:27:33,2000
2021-02-03 08:28:33,2015
2021-02-03 08:29:33,2000
2021-02-03 08:30:34,2000
2021-02-03 08:31:34,1994
2021-02-03 08:32:34,1992
2021-02-03 08:33:34,2000
2021-02-03 08:34:34,2012
2021-02-03 08:35:34,2011
2021-02-03 08:36:34,2011
2021-02-03 08:37:34,2010
2021-02-03 08:38:35,2013
2021-02-03 08:39:35,2008
2021-02-03 08:40:35,2010
2021-02-03 08:41:35,2010
2021-02-03 08:42:35,2010
2021-02-03 08:43:35,1990
2021-02-03 08:44:35,2000
2021-02-03 08:45:36,2000
2021-02-03 08:46:36,2007
2021-02-03 08:47:36,1989
2021-02-03 08:48:36,1990
2021-02-03 08:49:36,1990
2021-02-03 08:50:36,2000
2021-02-03 08:53:37,2000
2021-02-03 08:54:37,1988
2021-02-03 08:55:37,2000
2021-02-03 08:57:37,2000
2021-02-03 08:58:37,1994
2021-02-03 08:59:37,2014
2021-02-03 09:00:38,2000
2021-02-03 09:01:38,1993
2021-02-03 09:02:38,2013
2021-02-03 09:03:38,2013
2021-02-03 09:04:38,2012
2021-02-03 09:05:38,1995
2021-02-03 09:06:38,2000
2021-02-03 09:10:39,2000
2021-02-03 09:11:39,2015
2021-02-03 09:12:39,2000
2021-02-03 09:13:40,2000
2021-02-03 09:14:40,2014
2021-02-03 09:15:40,2015
2021-02-03 09:16:40,1995
2021-02-03 09:17:40,2000
2021-02-03 09:20:40,2000
2021-02-03 09:21:41,2015
2021-02-03 09:22:41,2015
2021-02-03 09:23:41,2010
2021-02-03 09:24:41,2013
2021-02-03 09:25:41,2014
2021-02-03 09:26:41,2000
2021-02-03 09:27:41,1995
2021-02-03 09:28:42,2000
2021-02-03 09:29:42,1993
2021-02-03 09:30:42,2000
2021-02-03 09:31:42,2000
2021-02-03 09:32:42,1995
2021-02-03 09:33:42,2014
2021-02-03 09:34:43,2013
2021-02-03 09:35:43,2010
2021-02-03 09:36:43,2011
2021-02-03 09:37:43,2014
2021-02-03 09:38:43,2000
2021-02-03 09:40:43,2000
2021-02-03 09:41:43,1995
2021-02-03 09:42:44,2000
2021-02-03 09:44:44,2000
2021-02-03 09:45:44,2015
2021-02-03 09:46:44,2015
2021-02-03 09:47:44,2000
2021-02-03 09:48:44,2011
2021-02-03 09:49:45,2014
2021-02-03 09:50:45,2000
2021-02-03 09:51:45,2000
2021-02-03 09:52:45,1995
2021-02-03 09:53:45,2000
2021-02-03 09:56:45,2000
2021-02-03 09:57:46,2015
2021-02-03 09:58:46,2013
2021-02-03 09:59:46,2013
2021-02-03 10:00:46,2014
2021-02-03 10:01:46,2008
2021-02-03 10:02:46,2013
2021-02-03 10:03:46,2012
2021-02-03 10:04:47,2000
2021-02-03 10:06:47,2000
2021-02-03 10:07:47,1995
2021-02-03 10:08:47,2000
2021-02-03 10:09:47,1993
2021-02-03 10:10:47,2000
2021-02-03 10:12:48,2000
2021-02-03 10:13:48,2012
2021-02-03 10:14:48,2014
2021-02-03 10:15:48,2015
2021-02-03 10:16:48,1995
2021-02-03 10:17:48,2013
2021-02-03 10:18:49,2014
2021-02-03 10:19:49,2015
2021-02-03 10:20:49,2013
2021-02-03 10:21:49,1992
2021-02-03 10:22:49,2000
2021-02-03 10:27:50,2000
2021-02-03 10:28:50,2014
2021-02-03 10:29:50,1995
2021-02-03 10:30:50,2013
2021-02-03 10:31:50,2012
2021-02-03 10:32:50,2014
2021-02-03 10:33:51,2000
2021-02-03 10:34:51,1995
2021-02-03 10:35:51,2000
2021-02-03 10:39:51,2000
2021-02-03 10:40:52,2015
2021-02-03 10:41:52,2000
2021-02-03 10:42:52,2013
2021-02-03 10:43:52,2014
2021-02-03 10:44:52,2013
2021-02-03 10:45:52,2000
2021-02-03 10:47:53,2000
2021-02-03 10:48:53,1993
2021-02-03 10:49:53,2000
2021-02-03 10:50:53,1995
2021-02-03 10:51:53,2000
2021-02-03 10:52:53,2015
2021-02-03 10:53:54,2013
2021-02-03 10:54:54,2014
2021-02-03 10:55:54,2008
2021-02-03 10:56:54,2010
2021-02-03 10:57:54,2010
2021-02-03 10:58:54,2000
2021-02-03 11:00:54,2000
2021-02-03 11:01:55,2010
2021-02-03 11:02:55,1994
2021-02-03 11:03:55,2000
2021-02-03 11:04:55,1995
2021-02-03 11:05:55,2000
2021-02-03 11:08:56,2000
2021-02-03 11:09:56,2015
2021-02-03 11:10:56,2014
2021-02-03 11:11:56,2012
2021-02-03 11:12:56,2018
2021-02-03 11:13:56,1995
2021-02-03 11:14:57,2000
2021-02-03 11:15:57,2010
2021-02-03 11:16:57,2013
2021-02-03 11:17:57,2000
2021-02-03 11:18:57,1995
2021-02-03 11:19:57,1993
2021-02-03 11:20:57,2000
2021-02-03 11:25:58,2000
2021-02-03 11:26:58,2015
2021-02-03 11:27:58,2000
2021-02-03 11:28:59,2013
2021-02-03 11:29:59,2012
2021-02-03 11:30:59,2000
2021-02-03 11:31:59,1995
2021-02-03 11:32:59,2000
2021-02-03 11:36:00,2000
2021-02-03 11:37:00,2015
2021-02-03 11:38:00,2013
2021-02-03 11:39:00,2014
2021-02-03 11:40:00,2010
2021-02-03 11:41:01,2013
2021-02-03 11:42:01,2000
2021-02-03 11:45:01,2000
2021-02-03 11:46:01,2017
2021-02-03 11:47:01,2016
2021-02-03 11:48:02,2000
2021-02-03 11:49:02,2010
2021-02-03 11:50:02,2000
2021-02-03 11:52:02,2000
2021-02-03 11:53:02,1995
2021-02-03 11:54:02,2014
2021-02-03 11:55:02,2015
2021-02-03 11:56:03,2008
2021-02-03 11:57:03,2013
2021-02-03 11:58:03,2012
2021-02-03 11:59:03,2000
2021-02-03 12:03:04,2000
2021-02-03 12:04:04,2015
2021-02-03 12:05:04,2015
2021-02-03 12:06:04,2010
2021-02-03 12:07:04,2013
2021-02-03 12:08:04,2000
2021-02-03 12:10:05,2000
2021-02-03 12:11:05,2015
2021-02-03 12:12:05,2000
2021-02-03 12:13:05,2013
2021-02-03 12:14:05,2014
2021-02-03 12:15:05,2000
2021-02-03 12:20:06,2000
2021-02-03 12:21:06,1995
2021-02-03 12:22:06,2014
2021-02-03 12:23:06,2015
2021-02-03 12:24:07,2010
2021-02-03 12:25:07,2013
2021-02-03 12:26:07,2000
2021-02-03 12:30:07,2000
2021-02-03 12:31:07,2014
2021-02-03 12:32:08,2015
2021-02-03 12:33:08,2000
2021-02-03 12:34:08,2010
2021-02-03 12:35:08,2000
2021-02-03 12:36:08,1995
2021-02-03 12:37:08,2000
2021-02-03 12:38:08,2000
2021-02-03 12:39:09,2015
2021-02-03 12:40:09,2013
2021-02-03 12:41:09,2010
2021-02-03 12:42:09,2013
2021-02-03 12:43:09,2013
2021-02-03 12:44:09,2000
2021-02-03 12:45:10,2000
2021-02-03 12:46:10,1995
2021-02-03 12:47:10,2000
2021-02-03 12:48:10,2000
2021-02-03 12:49:11,1993
2021-02-03 12:50:11,1994
2021-02-03 12:51:11,2014
2021-02-03 12:52:11,2013
2021-02-03 12:53:11,2014
2021-02-03 12:54:11,2008
2021-02-03 12:55:11,2010
2021-02-03 12:56:12,2013
2021-02-03 12:57:12,2000
2021-02-03 12:58:12,1995
2021-02-03 12:59:12,2000
2021-02-03 13:00:12,2000
2021-02-03 13:01:12,1995
2021-02-03 13:02:12,2000
2021-02-03 13:03:12,1994
2021-02-03 13:04:12,2014
2021-02-03 13:05:13,2015
2021-02-03 13:06:13,2013
2021-02-03 13:07:13,2000
2021-02-03 13:08:13,1995
2021-02-03 13:09:13,2000
2021-02-03 13:11:13,2000
2021-02-03 13:12:13,2014
2021-02-03 13:13:13,2000
2021-02-03 13:14:13,2013
2021-02-03 13:15:13,2014
2021-02-03 13:16:14,2013
2021-02-03 13:17:14,2000
2021-02-03 13:18:14,1995
2021-02-03 13:19:14,2000
2021-02-03 13:21:14,2000
2021-02-03 13:22:14,1995
2021-02-03 13:23:14,2014
2021-02-03 13:24:14,2013
2021-02-03 13:25:15,2014
2021-02-03 13:26:15,2000
2021-02-03 13:27:15,2000
2021-02-03 13:28:15,2010
2021-02-03 13:29:15,2000
2021-02-03 13:33:15,2000
2021-02-03 13:34:15,1993
2021-02-03 13:35:16,2000
2021-02-03 13:36:16,2013
2021-02-03 13:37:16,2014
2021-02-03 13:38:16,2015
2021-02-03 13:39:16,2008
2021-02-03 13:40:16,2013
2021-02-03 13:41:16,2000
2021-02-03 13:42:16,1995
2021-02-03 13:43:16,2000
2021-02-03 13:45:17,2000
2021-02-03 13:46:17,2012
2021-02-03 13:47:17,1994
2021-02-03 13:48:17,1993
2021-02-03 13:49:17,1991
2021-02-03 13:50:17,2013
2021-02-03 13:51:17,2013
2021-02-03 13:52:18,1995
2021-02-03 13:53:18,2000
2021-02-03 13:54:18,2010
2021-02-03 13:55:18,2000
2021-02-03 13:58:18,2000
2021-02-03 13:59:18,2012
2021-02-03 14:00:18,2012
2021-02-03 14:01:18,2011
2021-02-03 14:02:19,2000
2021-02-03 14:03:19,2010
2021-02-03 14:04:19,2010
2021-02-03 14:05:19,2010
2021-02-03 14:06:19,2013
2021-02-03 14:07:19,2000
2021-02-03 14:08:19,1995
2021-02-03 14:09:19,1993
2021-02-03 14:10:19,1992
2021-02-03 14:11:20,2000
2021-02-03 14:12:20,1989
2021-02-03 14:13:20,1989
2021-02-03 14:14:20,2000
2021-02-03 14:15:20,1991
2021-02-03 14:16:20,1991
2021-02-03 14:17:20,2000
2021-02-03 14:18:20,1989
2021-02-03 14:19:20,2000
2021-02-03 14:20:20,1985
2021-02-03 14:21:21,1978
2021-02-03 14:22:21,2000
2021-02-03 14:23:21,1988
2021-02-03 14:24:21,1982
2021-02-03 14:25:21,1986
2021-02-03 14:26:21,1982
2021-02-03 14:27:21,2000
2021-02-03 14:28:21,1990
2021-02-03 14:29:22,1984
2021-02-03 14:30:22,2000
2021-02-03 14:31:22,2004
2021-02-03 14:32:22,1980
2021-02-03 14:33:22,1974
2021-02-03 14:34:22,1978
2021-02-03 14:35:22,2000
2021-02-03 14:36:23,1989
2021-02-03 14:37:23,1989
2021-02-03 14:38:23,2000
2021-02-03 14:39:23,1990
2021-02-03 14:40:23,2000
2021-02-03 14:41:23,2000
2021-02-03 14:42:23,1991
2021-02-03 14:43:23,2000
2021-02-03 14:52:24,2000
2021-02-03 14:53:24,2011
2021-02-03 14:54:25,2011
2021-02-03 14:55:25,1994
2021-02-03 14:56:25,2000
2021-02-03 14:57:25,1989
2021-02-03 14:58:25,1983
2021-02-03 14:59:25,1996
2021-02-03 15:00:25,1989
2021-02-03 15:01:25,1985
2021-02-03 15:02:25,1986
2021-02-03 15:03:26,2000
2021-02-03 15:04:26,2000
2021-02-03 15:05:26,1990
2021-02-03 15:06:26,2000
2021-02-03 15:07:26,1993
2021-02-03 15:08:26,2000
2021-02-03 15:09:26,1991
2021-02-03 15:10:26,1985
2021-02-03 15:11:26,2000
2021-02-03 15:12:26,2000
2021-02-03 15:13:27,2008
2021-02-03 15:14:27,1993
2021-02-03 15:15:27,1986
2021-02-03 15:16:27,1980
2021-02-03 15:17:27,1984
2021-02-03 15:18:27,1986
2021-02-03 15:19:27,1988
2021-02-03 15:20:28,1984
2021-02-03 15:21:28,1979
2021-02-03 15:22:28,1974
2021-02-03 15:23:28,1969
2021-02-03 15:24:28,1973
2021-02-03 15:25:28,1969
2021-02-03 15:26:28,1964
2021-02-03 15:27:28,1959
2021-02-03 15:28:28,1983
2021-02-03 15:29:28,1984
2021-02-03 15:30:29,1987
2021-02-03 15:31:29,1993
2021-02-03 15:32:29,1997
2021-02-03 15:33:29,1994
2021-02-03 15:34:29,1981
2021-02-03 15:35:29,1974
2021-02-03 15:36:29,1991
2021-02-03 15:37:30,1990
2021-02-03 15:38:30,1992
2021-02-03 15:39:30,1998
2021-02-03 15:40:30,1995
2021-02-03 15:41:30,1997
2021-02-03 15:42:30,1994
2021-02-03 15:43:30,1997
2021-02-03 15:44:30,2003
2021-02-03 15:45:31,2001
