Time [s],Pressure [mbar],N injection,Time opening [ms],Tau injection [ms],Mass [g]
1619419324.140537,362.8125,121.0,10.0,100.0,1.073
1619419326.730506,362.5,146.0,10.0,100.0,1.314
1619419329.325743,362.25,172.0,10.0,100.0,1.639
1619419331.924625,362.0,198.0,10.0,100.0,1.951
1619419334.523635,361.75,224.0,10.0,100.0,2.182
1619419337.119841,361.5,249.0,10.0,100.0,2.444
1619419339.713984,361.25,274.0,10.0,100.0,2.873
1619419342.317082,361.0,300.0,10.0,100.0,3.08
1619419344.907721,360.8125,326.0,10.0,100.0,3.302
1619419347.506577,360.5625,351.0,10.0,100.0,3.575
1619419350.104099,360.375,377.0,10.0,100.0,3.854
1619419352.705677,360.125,403.0,10.0,100.0,4.212
1619419355.299769,359.875,428.0,10.0,100.0,4.446
1619419357.893904,359.625,454.0,10.0,100.0,4.703
1619419360.496776,359.5,480.0,10.0,100.0,5.103
1619419363.090018,359.25,506.0,10.0,100.0,5.339
1619419365.707032,359.0,531.0,10.0,100.0,5.567
1619419368.332125,358.8125,558.0,10.0,100.0,5.838
1619419370.96663,358.5625,584.0,10.0,100.0,6.193
1619419373.581056,358.3125,610.0,10.0,100.0,6.419
1619419376.177219,358.0625,635.0,10.0,100.0,6.681
1619419378.774416,357.875,661.0,10.0,100.0,6.952
1619419381.371843,357.625,687.0,10.0,100.0,7.281
1619419383.968746,357.375,713.0,10.0,100.0,7.564
1619419386.639202,357.1875,739.0,10.0,100.0,7.786
1619419389.333314,356.9375,766.0,10.0,100.0,8.148
1619419392.082056,356.75,793.0,10.0,100.0,8.419
1619419394.702806,356.5,819.0,10.0,100.0,8.69
1619419397.302409,356.3125,844.0,10.0,100.0,8.932
1619419399.902992,356.0625,870.0,10.0,100.0,9.324
1619419402.531874,355.8125,897.0,10.0,100.0,9.54
1619419405.1513,355.5625,923.0,10.0,100.0,9.809
1619419407.743721,355.375,948.0,10.0,100.0,10.068
1619419410.334495,355.125,974.0,10.0,100.0,10.438
1619419412.93629,354.875,1000.0,10.0,100.0,10.651
1619419415.530334,354.6875,1026.0,10.0,100.0,10.911
1619419418.127819,354.4375,1051.0,10.0,100.0,11.167
1619419420.723149,354.25,1077.0,10.0,100.0,11.569
1619419423.323941,354.0,1103.0,10.0,100.0,11.775
1619419425.92132,353.8125,1128.0,10.0,100.0,12.037
1619419428.515834,353.5625,1153.0,10.0,100.0,12.258
1619419431.116434,353.375,1179.0,10.0,100.0,12.655
1619419433.714421,353.1875,1205.0,10.0,100.0,12.9
1619419436.341101,352.875,1231.0,10.0,100.0,13.13
1619419438.961611,352.6875,1257.0,10.0,100.0,13.408
1619419441.582854,352.4375,1283.0,10.0,100.0,13.762
1619419444.224609,352.1875,1310.0,10.0,100.0,13.992
1619419446.846092,352.0,1335.0,10.0,100.0,14.261
1619419449.446203,351.8125,1361.0,10.0,100.0,14.534
1619419452.074089,351.5625,1387.0,10.0,100.0,14.864
1619419454.743171,351.3125,1414.0,10.0,100.0,15.133
1619419457.343319,351.0625,1439.0,10.0,100.0,15.391
1619419459.995469,350.875,1465.0,10.0,100.0,15.612
1619419462.596843,350.6875,1491.0,10.0,100.0,15.989
