Time [s],Pressure [mbar],N injection,Time opening [ms],Tau injection [ms],Mass [g]
1619431242.00852,258.3125,484,10,1000,4.59
1619431243.10255,258.25,485,10,1000,4.598
1619431244.20996,258.25,486,10,1000,4.607
1619431245.30878,258.25,487,10,1000,4.613
1619431246.40418,258.25,488,10,1000,4.63
1619431247.50159,258.25,489,10,1000,4.634
1619431248.60184,258.1875,490,10,1000,4.642
1619431249.70193,258.1875,491,10,1000,4.652
1619431250.80245,258.1875,492,10,1000,4.663
1619431251.89972,258.1875,494,10,1000,4.669
1619431252.99412,258.1875,495,10,1000,4.676
1619431254.09394,258.1875,496,10,1000,4.689
1619431255.19727,258.125,497,10,1000,4.696
1619431256.2974,258.125,498,10,1000,4.703
1619431257.39188,258.125,499,10,1000,4.71
1619431258.49002,258.125,500,10,1000,4.727
1619431259.5886,258.1875,501,10,1000,4.737
1619431260.68679,258.125,502,10,1000,4.741
1619431261.78629,258.1875,503,10,1000,4.747
1619431262.88674,258.1875,505,10,1000,4.752
1619431263.98268,258.1875,506,10,1000,4.766
1619431265.08135,258.1875,507,10,1000,4.775
1619431266.20304,258.1875,508,10,1000,4.783
1619431267.3327,258.1875,509,10,1000,4.789
1619431268.43185,258.1875,510,10,1000,4.807
1619431269.53254,258.1875,511,10,1000,4.816
1619431270.6228,258.1875,512,10,1000,4.82
1619431271.72659,258.1875,513,10,1000,4.827
1619431272.8265,258.1875,515,10,1000,4.837
1619431273.92342,258.1875,516,10,1000,4.847
1619431275.01764,258.125,517,10,1000,4.854
1619431276.12056,258.125,518,10,1000,4.86
1619431277.22348,258.0625,519,10,1000,4.876
1619431278.3157,258.125,520,10,1000,4.881
1619431279.4218,258.125,521,10,1000,4.897
1619431280.51326,258.125,522,10,1000,4.905
1619431281.61106,258.0625,523,10,1000,4.911
1619431282.71368,258.0625,524,10,1000,4.918
1619431283.82047,258.0625,526,10,1000,4.929
1619431284.91253,258.0625,527,10,1000,4.941
1619431286.0063,258.0625,528,10,1000,4.949
1619431287.10587,258.0625,529,10,1000,4.955
1619431288.20989,258.0625,530,10,1000,4.972
1619431289.30581,258.0625,531,10,1000,4.977
1619431290.40727,258.0625,532,10,1000,4.985
1619431291.50146,258.0625,533,10,1000,4.999
1619431292.60048,258,534,10,1000,5.006
1619431293.69799,258,535,10,1000,5.014
1619431294.80027,258,536,10,1000,5.02
1619431295.8985,258,538,10,1000,5.122
1619431296.99666,258,539,10,1000,5.127
1619431298.09664,258,540,10,1000,5.135
1619431299.19621,257.9375,541,10,1000,5.142
1619431300.29682,257.875,542,10,1000,5.147
1619431301.39684,257.875,543,10,1000,5.17
1619431302.49067,257.875,544,10,1000,5.171
1619431303.59059,257.875,545,10,1000,5.179
1619431304.68654,257.875,546,10,1000,5.184
1619431305.78563,257.8125,547,10,1000,5.198
1619431306.88714,257.8125,549,10,1000,5.209
1619431308.01615,257.8125,550,10,1000,5.216
1619431309.13348,257.75,551,10,1000,5.222
1619431310.24581,257.75,552,10,1000,5.228
1619431311.38677,257.75,553,10,1000,5.25
1619431312.48404,257.75,554,10,1000,5.254
1619431313.58007,257.75,555,10,1000,5.261
1619431314.70519,257.75,556,10,1000,5.266
1619431315.82726,257.75,558,10,1000,5.28
1619431316.92603,257.75,559,10,1000,5.291
1619431318.03045,257.75,560,10,1000,5.297
1619431319.11817,257.75,561,10,1000,5.305
1619431320.2233,257.75,562,10,1000,5.309
1619431321.32446,257.75,563,10,1000,5.33
1619431322.41777,257.75,564,10,1000,5.334
1619431323.55017,257.75,565,10,1000,5.343
1619431324.66279,257.75,566,10,1000,5.355
1619431325.76529,257.75,567,10,1000,5.366
1619431326.86189,257.75,569,10,1000,5.371
1619431327.96372,257.75,570,10,1000,5.378
1619431329.05986,257.75,571,10,1000,5.39
1619431330.16218,257.75,572,10,1000,5.398
1619431331.25657,257.75,573,10,1000,5.406
1619431332.35981,257.75,574,10,1000,5.412
1619431333.45835,257.75,575,10,1000,5.43
1619431334.55461,257.6875,576,10,1000,5.434
1619431335.65405,257.6875,577,10,1000,5.441
1619431336.7518,257.6875,578,10,1000,5.452
1619431337.85283,257.6875,580,10,1000,5.462
1619431338.9538,257.6875,581,10,1000,5.47
1619431340.04916,257.6875,582,10,1000,5.475
1619431341.17788,257.6875,583,10,1000,5.488
1619431342.29871,257.625,584,10,1000,5.495
1619431343.39873,257.625,585,10,1000,5.503
1619431344.49594,257.625,586,10,1000,5.52
1619431345.59657,257.625,587,10,1000,5.526
1619431346.69623,257.625,588,10,1000,5.53
1619431347.78945,257.625,589,10,1000,5.536
1619431348.88999,257.625,590,10,1000,5.541
1619431349.99361,257.625,592,10,1000,5.554
1619431351.09053,257.625,593,10,1000,5.563
1619431352.18433,257.625,594,10,1000,5.571
1619431353.2838,257.5625,595,10,1000,5.577
1619431354.38302,257.5625,596,10,1000,5.583
1619431355.48593,257.5625,597,10,1000,5.604
1619431356.58137,257.5625,598,10,1000,5.608
1619431357.68094,257.5,599,10,1000,5.616
1619431358.7783,257.5,600,10,1000,5.621
1619431359.87584,257.5,601,10,1000,5.635
1619431360.98096,257.5,603,10,1000,5.646
1619431362.07712,257.5,604,10,1000,5.653
1619431363.17299,257.5,605,10,1000,5.658
1619431364.27288,257.4375,606,10,1000,5.674
1619431365.37599,257.5,607,10,1000,5.68
1619431366.47246,257.4375,608,10,1000,5.689
1619431367.57227,257.4375,609,10,1000,5.695
1619431368.66666,257.375,610,10,1000,5.803
1619431369.76511,257.4375,611,10,1000,5.807
1619431370.86674,257.375,612,10,1000,5.812
1619431371.96235,257.375,614,10,1000,5.822
1619431373.06476,257.3125,615,10,1000,5.832
1619431374.16267,257.3125,616,10,1000,5.839
1619431375.26034,257.3125,617,10,1000,5.846
1619431376.36124,257.3125,618,10,1000,5.858
1619431377.45935,257.3125,619,10,1000,5.869
1619431378.56047,257.25,620,10,1000,5.875
1619431379.65641,257.25,621,10,1000,5.889
1619431380.75553,257.25,622,10,1000,5.898
1619431381.85579,257.25,623,10,1000,5.903
1619431382.94994,257.25,625,10,1000,5.909
1619431384.0541,257.25,626,10,1000,5.918
1619431385.1503,257.25,627,10,1000,5.928
1619431386.25088,257.25,628,10,1000,5.936
1619431387.3515,257.1875,629,10,1000,5.942
