,0,0,0,0,0,0,0,0
0,370.73333333333335,499.73333333333335,464.4,437.73333333333335,501.6,447.6666666666667,432.93333333333334,456.8666666666667
1,421.46666666666664,534.5333333333333,479.3333333333333,462.6666666666667,498.53333333333336,469.46666666666664,459.4,512.0666666666667
2,485.6,636.1333333333333,503.3333333333333,469.06666666666666,508.0,480.06666666666666,492.8666666666667,466.46666666666664
3,463.6,680.2,528.0,468.8,446.8,489.53333333333336,512.5333333333333,490.6
4,468.8,684.7142857142857,572.8666666666667,495.26666666666665,509.0,493.0,535.0,528.2
5,483.6,580.8666666666667,568.4666666666667,473.8666666666667,584.2,428.8,541.9333333333333,547.0
6,489.06666666666666,576.8,573.2,485.0,518.9333333333333,444.6,542.875,536.3333333333334
7,510.06666666666666,549.4,591.9333333333333,518.0666666666667,551.3333333333334,596.2,532.0,536.3333333333334
8,521.6666666666666,542.2666666666667,612.4666666666667,485.93333333333334,569.6,521.4666666666667,540.1333333333333,524.9333333333333
9,519.1666666666666,514.6666666666666,624.3333333333334,452.93333333333334,560.6666666666666,484.46666666666664,537.2,538.2
10,516.6666666666666,528.4,638.2666666666667,470.1333333333333,553.2,415.8666666666667,533.4,538.2
11,536.8571428571429,544.1333333333333,648.4666666666667,504.14285714285717,539.1818181818181,437.1333333333333,534.4666666666667,523.6666666666666
12,545.3333333333334,546.2,676.1333333333333,531.7333333333333,519.3333333333334,471.8666666666667,558.0,515.1333333333333
13,498.6666666666667,537.8666666666667,660.1333333333333,544.5333333333333,479.26666666666665,463.8666666666667,561.2142857142857,522.6
14,504.8,544.7333333333333,653.1333333333333,547.4,447.6,465.6,482.46666666666664,509.2
15,491.6666666666667,541.5333333333333,648.6,586.4,443.93333333333334,459.06666666666666,458.3333333333333,504.8666666666667
16,479.2,546.3333333333334,680.8666666666667,632.0,420.6666666666667,521.6666666666666,519.6,503.5
17,465.8666666666667,523.6666666666666,644.7333333333333,627.2,415.4,475.8666666666667,505.2,476.53333333333336
18,480.3333333333333,433.4,634.2,651.7333333333333,420.2,452.93333333333334,468.5,472.93333333333334
19,475.8,524.0,632.0666666666667,613.1333333333333,430.26666666666665,450.3333333333333,395.0,482.1333333333333
20,478.53333333333336,600.9333333333333,623.9333333333333,589.4666666666667,462.3333333333333,471.0,503.7142857142857,504.73333333333335
21,485.26666666666665,610.0,654.3333333333334,643.5333333333333,466.3333333333333,461.8,478.3333333333333,506.06666666666666
22,493.73333333333335,532.9333333333333,683.0666666666667,646.1333333333333,476.06666666666666,483.1333333333333,507.26666666666665,514.6
23,509.46666666666664,525.0,701.7857142857143,689.1333333333333,610.0,495.93333333333334,525.2,527.8
24,520.7333333333333,534.4,747.6,694.2,545.5333333333333,505.46666666666664,530.0,526.0666666666667
25,519.0,566.9333333333333,759.6,755.9333333333333,530.2666666666667,533.2142857142857,613.25,547.5333333333333
26,531.4666666666667,564.0,750.4666666666667,749.6,540.4,557.2666666666667,617.1666666666666,548.4666666666667
27,552.7333333333333,585.2,741.6666666666666,697.0,549.8666666666667,557.3333333333334,608.2797619047619,540.2
