Time [s],Pressure [mbar],N injection,Time opening [ms],Tau injection [ms],Mass [g]
1619784308.5152,1833.75,252,5,5000,3.413
1619784311.11291,1833.75,253,5,5000,3.413
1619784313.70484,1833.75,253,5,5000,3.412
1619784316.30152,1833.75,254,5,5000,3.412
1619784318.90019,1833.75,254,5,5000,3.412
1619784321.49465,1833.75,255,5,5000,3.412
1619784324.10046,1833.375,255,5,5000,3.494
1619784326.70086,1833.75,256,5,5000,3.494
1619784329.28966,1833.75,256,5,5000,3.494
1619784331.89033,1833.75,257,5,5000,3.494
1619784334.48232,1833.75,257,5,5000,3.494
1619784337.08067,1833.75,258,5,5000,3.494
1619784339.68192,1833.75,258,5,5000,3.494
1619784342.28268,1833.375,259,5,5000,3.494
1619784344.87414,1833.75,260,5,5000,3.493
1619784347.46773,1833.375,260,5,5000,3.493
1619784350.06601,1833.375,261,5,5000,3.493
1619784352.66584,1833.375,261,5,5000,3.493
1619784355.26412,1833.375,262,5,5000,3.576
1619784357.85625,1833.375,262,5,5000,3.576
1619784360.48744,1833.375,263,5,5000,3.576
1619784363.1051,1833.375,263,5,5000,3.576
1619784365.70296,1833.75,264,5,5000,3.576
1619784368.30116,1833.375,264,5,5000,3.576
1619784370.89944,1833.75,265,5,5000,3.575
1619784373.49088,1833.375,265,5,5000,3.575
1619784376.09076,1833.375,266,5,5000,3.575
1619784378.69447,1833.375,266,5,5000,3.658
1619784381.28666,1833.375,267,5,5000,3.656
1619784383.88232,1833.375,267,5,5000,3.656
1619784386.47838,1833.375,268,5,5000,3.656
1619784389.07652,1833.375,268,5,5000,3.655
1619784394.26854,1833.75,269,5,5000,3.655
1619784396.86797,1833.375,270,5,5000,3.655
1619784399.46559,1833.75,270,5,5000,3.655
1619784402.06275,1833.375,271,5,5000,3.655
1619784404.65593,1833.375,271,5,5000,3.655
1619784407.2588,1833.375,272,5,5000,3.655
1619784409.8506,1833.375,273,5,5000,3.737
1619784412.45341,1833.375,273,5,5000,3.737
1619784415.04806,1833.375,274,5,5000,3.737
1619784417.6461,1833.375,274,5,5000,3.737
1619784420.25067,1833.375,275,5,5000,3.737
1619784422.88631,1833,275,5,5000,3.737
1619784425.48441,1833,276,5,5000,3.737
1619784428.0876,1833,276,5,5000,3.737
1619784430.70165,1833,277,5,5000,3.737
1619784433.32889,1833.375,277,5,5000,3.737
1619784435.9259,1833,278,5,5000,3.736
1619784438.51753,1833,278,5,5000,3.736
1619784441.12325,1833,279,5,5000,3.735
1619784443.71364,1833,279,5,5000,3.735
1619784446.31458,1833,280,5,5000,3.816
1619784448.90821,1833,280,5,5000,3.816
1619784451.50648,1833,281,5,5000,3.816
1619784454.10183,1833,281,5,5000,3.816
1619784456.70519,1833,282,5,5000,3.816
1619784459.30013,1833,282,5,5000,3.815
1619784461.89567,1833,283,5,5000,3.815
