Time [s],Pressure [mbar],N injection,Time opening [ms],Mass [g]
1618831751.29259,263.3125,-29097,5,236.378
1618831754.03735,263.1875,-29071,5,236.52
1618831756.75973,263.0625,-29044,5,236.655
1618831759.43954,262.9375,-29017,5,236.836
1618831762.14933,262.8125,-28990,5,236.955
1618831764.83616,262.6875,-28964,5,237.174
1618831767.54368,262.5625,-28937,5,237.291
1618831770.25221,262.4375,-28910,5,237.408
1618831772.91611,262.375,-28883,5,237.599
1618831775.56742,262.1875,-28858,5,237.707
1618831778.2878,262.125,-28831,5,237.906
1618831780.96575,262,-28804,5,238.019
1618831783.67603,261.875,-28777,5,238.134
1618831786.36257,261.75,-28751,5,238.347
1618831789.02977,261.625,-28724,5,238.46
1618831791.69591,261.5,-28697,5,238.601
1618831796.98929,261.3125,-28645,5,238.9
1618831799.67304,261.1875,-28619,5,239.015
1618831802.3356,261.0625,-28592,5,239.158
1618831805.06013,260.9375,-28566,5,239.335
1618831807.73136,260.8125,-28539,5,239.484
1618831810.44234,260.75,-28512,5,239.603
1618831813.12193,260.5625,-28485,5,239.741
1618831815.77573,260.5,-28460,5,239.954
1618831818.49687,260.375,-28432,5,240.064
1618831821.1714,260.25,-28406,5,240.206
1618831823.87785,260.125,-28379,5,240.379
1618831826.56884,260,-28353,5,240.499
1618831829.26792,259.9375,-28326,5,240.695
1618831831.97276,259.75,-28299,5,240.809
1618831834.65487,259.6875,-28273,5,241.012
1618831837.37167,259.5625,-28246,5,241.124
1618831842.68171,259.3125,-28193,5,241.424
1618831845.35185,259.1875,-28167,5,241.554
1618831848.04995,259.125,-28140,5,241.744
1618831850.73923,258.9375,-28113,5,241.858
1618831853.45584,258.875,-28086,5,241.993
1618831856.13289,258.75,-28060,5,242.175
1618831858.85055,258.625,-28033,5,242.294
1618831861.51353,258.5,-28006,5,242.484
1618831864.17372,258.375,-27980,5,242.599
1618831866.88966,258.3125,-27953,5,242.73
1618831869.56419,258.1875,-27927,5,242.897
1618831872.28004,258,-27900,5,243.042
1618831877.59775,257.8125,-27847,5,243.359
1618831880.25723,257.6875,-27821,5,243.469
1618831882.97594,257.625,-27794,5,243.658
1618831885.64823,257.5,-27768,5,243.772
1618831888.36946,257.375,-27741,5,243.889
1618831891.03347,257.25,-27714,5,244.084
1618831893.69474,257.125,-27687,5,244.201
1618831896.3988,257,-27661,5,244.341
1618831899.09745,256.875,-27634,5,244.514
1618831901.7856,256.75,-27608,5,244.708
1618831904.4977,256.625,-27580,5,244.818
1618831907.1754,256.5625,-27555,5,244.946
1618831909.89638,256.4375,-27527,5,245.083
1618831912.57377,256.3125,-27501,5,245.238
1618831915.27918,256.1875,-27474,5,245.41
1618831917.97271,256.0625,-27448,5,245.521
1618831920.66658,256,-27421,5,245.717
1618831923.36755,255.874984741211,-27394,5,245.828
1618831926.07847,255.75,-27368,5,246.005
1618831928.74934,255.625015258789,-27341,5,246.146
1618831931.40444,255.499984741211,-27314,5,246.263
1618831934.10756,255.375,-27287,5,246.406
1618831936.79901,255.25,-27261,5,246.611
1618831939.49543,255.187515258789,-27234,5,246.722
1618831942.20031,255,-27207,5,246.857
1618831944.91158,254.9375,-27180,5,246.972
1618831947.58813,254.812515258789,-27155,5,247.153
1618831950.2909,254.687484741211,-27127,5,247.286
1618831952.97781,254.625,-27101,5,247.455
1618831955.69219,254.5,-27073,5,247.6
1618831958.37163,254.375015258789,-27048,5,247.708
1618831961.09223,254.249984741211,-27020,5,247.906
1618831966.40118,254.0625,-26968,5,248.154
1618831969.05214,253.937515258789,-26942,5,248.326
1618831971.70578,253.812484741211,-26915,5,248.435
1618831974.42616,253.6875,-26888,5,248.634
1618831977.09351,253.625,-26862,5,248.751
1618831979.74934,253.500015258789,-26836,5,248.979
1618831982.45528,253.437484741211,-26809,5,249.085
1618831985.1559,253.25,-26782,5,249.204
1618831987.8435,253.1875,-26756,5,249.406
1618831990.55632,253.062484741211,-26729,5,249.525
1618831993.20323,252.9375,-26702,5,249.661
1618831995.88965,252.8125,-26675,5,249.841
1618831998.5827,252.687515258789,-26650,5,249.976
1618832001.29295,252.624984741211,-26622,5,250.089
1618832003.97642,252.5,-26596,5,250.284
1618832006.67668,252.375,-26570,5,250.397
1618832009.37852,252.249984741211,-26543,5,250.6
1618832012.0817,252.125,-26516,5,250.708
1618832014.78063,252.0625,-26489,5,250.821
1618832017.45909,251.937515258789,-26463,5,250.958
1618832020.17612,251.812484741211,-26436,5,251.145
1618832022.84404,251.6875,-26409,5,251.257
1618832025.48133,251.5625,-26383,5,251.393
1618832028.15662,251.437484741211,-26357,5,251.595
1618832030.84596,251.374984741211,-26330,5,251.727
1618832033.54842,251.25,-26303,5,251.835
1618832036.2565,251.125015258789,-26276,5,251.961
1618832038.93342,250.999984741211,-26250,5,252.139
1618832041.6496,250.875,-26223,5,252.326
1618832044.33976,250.75,-26196,5,252.436
1618832047.03726,250.625015258789,-26170,5,252.549
1618832049.72793,250.5,-26143,5,252.747
1618832052.41575,250.4375,-26116,5,252.854
1618832055.13175,250.3125,-26089,5,253.038
1618832057.82663,250.187484741211,-26063,5,253.148
1618832060.51169,250.0625,-26036,5,253.294
1618832063.22802,249.9375,-26009,5,253.481
1618832065.90595,249.8125,-25982,5,253.592
1618832068.61318,249.75,-25956,5,253.726
1618832071.31462,249.625,-25929,5,253.916
1618832074.00849,249.5,-25902,5,254.029
1618832076.69512,249.4375,-25875,5,254.14
1618832079.40103,249.3125,-25849,5,254.352
1618832082.09704,249.1875,-25822,5,254.463
1618832084.78418,249.0625,-25796,5,254.636
1618832087.49956,248.9375,-25769,5,254.769
1618832090.17662,248.8125,-25743,5,254.957
1618832092.89607,248.75,-25715,5,255.068
1618832095.5762,248.625,-25689,5,255.185
1618832098.28646,248.5,-25663,5,255.32
1618832100.96363,248.375,-25636,5,255.489
1618832103.69196,248.25,-25608,5,255.617
1618832106.352,248.125,-25582,5,255.812
1618832109.01169,248.0625,-25556,5,255.916
1618832111.71502,247.9375,-25529,5,256.028
1618832114.39833,247.875,-25502,5,256.224
1618832117.12486,247.6875,-25475,5,256.335
1618832119.79219,247.5625,-25449,5,256.52
1618832122.4474,247.5,-25423,5,256.628
1618832125.15225,247.4375,-25396,5,256.732
1618832127.84434,247.25,-25370,5,256.92
1618832130.54243,247.1875,-25343,5,257.051
1618832133.24226,247.0625,-25316,5,257.246
1618832135.94362,246.9375,-25289,5,257.354
1618832138.64384,246.875,-25263,5,257.494
1618832141.33081,246.75,-25236,5,257.691
1618832144.03088,246.625,-25209,5,257.797
1618832146.72585,246.5,-25182,5,257.911
1618832149.41989,246.375,-25156,5,258.121
1618832152.1231,246.3125,-25129,5,258.232
1618832154.82222,246.1875,-25102,5,258.36
1618832157.52145,246.0625,-25075,5,258.535
1618832160.19803,246,-25049,5,258.641
1618832162.84934,245.875,-25023,5,258.835
1618832165.56643,245.75,-24996,5,258.939
1618832168.24422,245.625,-24970,5,259.137
1618832170.95815,245.5,-24943,5,259.247
1618832173.63027,245.375,-24916,5,259.38
1618832176.28823,245.3125,-24890,5,259.557
1618832178.99713,245.1875,-24863,5,259.687
1618832181.68491,245.0625,-24837,5,259.795
1618832184.39537,245,-24809,5,259.908
1618832187.07053,244.875,-24783,5,260.132
1618832189.79909,244.75,-24756,5,260.242
1618832195.10909,244.5625,-24703,5,260.536
1618832197.76043,244.4375,-24677,5,260.719
1618832200.47979,244.375,-24651,5,260.821
1618832203.15016,244.25,-24624,5,261.002
1618832205.80322,244.125,-24597,5,261.109
1618832208.51025,243.9375,-24571,5,261.217
1618832213.86419,243.8125,-24518,5,261.53
1618832216.54226,243.6875,-24491,5,261.69
1618832219.25134,243.5625,-24465,5,261.877
1618832221.96697,243.4375,-24438,5,261.986
1618832224.62534,243.3125,-24411,5,262.12
1618832227.28169,243.25,-24385,5,262.224
1618832230.00099,243.0625,-24358,5,262.422
1618832235.31216,242.875,-24305,5,262.665
1618832237.96061,242.75,-24279,5,262.863
1618832240.61266,242.6875,-24253,5,262.968
1618832243.32994,242.5625,-24226,5,263.143
1618832246.00861,242.4375,-24199,5,263.266
1618832248.72237,242.375,-24173,5,263.388
1618832251.42406,242.25,-24146,5,263.521
1618832254.11549,242.1875,-24119,5,263.672
1618832256.823,242,-24092,5,263.802
1618832259.51613,241.9375,-24066,5,264.013
1618832262.19038,241.8125,-24039,5,264.113
1618832264.90662,241.75,-24012,5,264.224
1618832267.6068,241.625,-23985,5,264.41
1618832270.28457,241.5,-23960,5,264.522
1618832272.98336,241.4375,-23933,5,264.715
1618832275.68526,241.3125,-23906,5,264.826
1618832278.37492,241.1875,-23879,5,264.932
1618832281.09725,241.0625,-23852,5,265.103
1618832283.79873,240.9375,-23825,5,265.251
1618832286.46172,240.875,-23799,5,265.366
1618832289.18239,240.75,-23773,5,265.549
1618832291.85748,240.6875,-23746,5,265.656
1618832294.57341,240.5,-23719,5,265.801
1618832297.25762,240.4375,-23692,5,265.97
1618832299.9639,240.3125,-23666,5,266.078
1618832305.28615,240.0625,-23613,5,266.383
1618832307.94019,240,-23586,5,266.514
1618832310.66852,239.875,-23560,5,266.674
1618832313.32945,239.75,-23533,5,266.807
1618832315.97757,239.6875,-23507,5,266.989
1618832321.26346,239.4375,-23455,5,267.202
1618832323.92886,239.375,-23428,5,267.408
1618832326.63668,239.1875,-23401,5,267.51
1618832329.31553,239.125,-23374,5,267.641
1618832331.97334,239,-23349,5,267.817
1618832334.67602,238.9375,-23322,5,267.943
1618832337.36153,238.8125,-23295,5,268.06
1618832340.08039,238.6875,-23269,5,268.246
1618832342.75413,238.5625,-23242,5,268.375
1618832345.47305,238.4375,-23215,5,268.544
1618832348.14838,238.3125,-23188,5,268.674
1618832350.85775,238.25,-23162,5,268.791
1618832353.55412,238.125,-23135,5,268.905
1618832356.24736,238,-23108,5,269.089
1618832358.95466,237.875,-23081,5,269.196
1618832361.65508,237.8125,-23055,5,269.397
1618832364.34454,237.6875,-23028,5,269.526
1618832367.03844,237.5625,-23001,5,269.634
1618832369.72631,237.5,-22974,5,269.818
1618832372.43695,237.375,-22948,5,269.943
1618832375.13858,237.25,-22921,5,270.101
1618832377.82065,237.125,-22894,5,270.24
1618832380.53232,237.0625,-22868,5,270.347
1618832383.21308,236.9375,-22841,5,270.449
1618832385.92564,236.875,-22814,5,270.636
1618832388.6031,236.75,-22787,5,270.736
1618832391.32073,236.625,-22761,5,270.931
1618832393.99885,236.5625,-22734,5,271.036
1618832396.71833,236.4375,-22707,5,271.212
1618832402.03465,236.25,-22655,5,271.486
1618832404.69035,236.125,-22628,5,271.674
1618832407.40035,236,-22601,5,271.776
1618832410.08906,235.875,-22575,5,271.971
1618832412.79336,235.8125,-22548,5,272.076
1618832415.48443,235.6875,-22522,5,272.185
1618832418.18384,235.5625,-22495,5,272.37
1618832420.87122,235.5,-22469,5,272.471
1618832423.58483,235.375,-22442,5,272.654
1618832426.26632,235.25,-22415,5,272.758
1618832428.97351,235.1875,-22388,5,272.88
1618832431.67664,235.0625,-22362,5,273.054
1618832434.3586,234.9375,-22335,5,273.241
1618832437.06396,234.875,-22308,5,273.351
1618832439.78,234.8125,-22281,5,273.478
1618832442.43998,234.6875,-22255,5,273.589
1618832445.08479,234.5625,-22229,5,273.82
1618832447.73864,234.4375,-22202,5,273.933
1618832450.45876,234.3125,-22175,5,274.039
1618832453.13512,234.1875,-22149,5,274.172
1618832455.85654,234.125,-22122,5,274.349
1618832458.53474,234,-22095,5,274.453
1618832461.24017,233.875,-22069,5,274.613
1618832463.9736,233.8125,-22042,5,274.736
1618832466.69593,233.6875,-22014,5,274.841
1618832469.37762,233.5625,-21988,5,275.023
1618832472.07429,233.5,-21962,5,275.212
1618832474.76697,233.375,-21935,5,275.318
1618832477.48245,233.25,-21908,5,275.422
1618832480.15796,233.125,-21881,5,275.552
1618832482.83552,233.0625,-21855,5,275.738
1618832485.50392,232.9375,-21828,5,275.849
1618832488.21971,232.875,-21801,5,276.028
1618832490.89328,232.75,-21774,5,276.202
1618832493.61784,232.625,-21748,5,276.308
1618832496.29192,232.5,-21721,5,276.463
1618832499.00026,232.4375,-21694,5,276.589
1618832501.68558,232.3125,-21669,5,276.757
1618832504.40069,232.1875,-21641,5,276.86
1618832507.08472,232.125,-21615,5,276.995
1618832509.78963,232,-21588,5,277.176
1618832512.46431,231.875,-21562,5,277.307
1618832517.75298,231.6875,-21509,5,277.583
1618832520.41758,231.5625,-21482,5,277.712
1618832523.12899,231.4375,-21456,5,277.815
1618832525.8098,231.375,-21429,5,277.994
1618832528.53217,231.25,-21402,5,278.101
1618832531.20384,231.125,-21375,5,278.29
1618832533.91195,231,-21349,5,278.391
1618832536.59717,230.9375,-21322,5,278.576
1618832539.31547,230.8125,-21295,5,278.683
1618832541.98086,230.6875,-21270,5,278.808
1618832544.63494,230.5625,-21243,5,278.971
1618832550.03116,230.375,-21189,5,279.278
1618832552.75081,230.3125,-21163,5,279.38
1618832555.42717,230.1875,-21136,5,279.482
1618832558.13262,230.0625,-21109,5,279.661
1618832560.83733,230,-21082,5,279.821
1618832563.54159,229.875,-21056,5,279.946
1618832566.22402,229.8125,-21029,5,280.11
1618832568.92787,229.6875,-21002,5,280.24
1618832571.64099,229.5625,-20975,5,280.399
1618832574.30681,229.4375,-20949,5,280.509
1618832577.02334,229.375,-20922,5,280.631
1618832579.70139,229.25,-20895,5,280.806
1618832582.41064,229.125,-20869,5,280.909
1618832585.09465,229.0625,-20842,5,281.077
1618832587.80365,228.9375,-20815,5,281.197
1618832590.51139,228.875,-20788,5,281.376
1618832593.186,228.75,-20763,5,281.498
1618832595.89423,228.6875,-20735,5,281.604
1618832598.58837,228.5625,-20709,5,281.782
1618832601.29533,228.4375,-20681,5,281.89
1618832603.97662,228.3125,-20656,5,282.061
1618832606.69986,228.1875,-20628,5,282.186
1618832609.36587,228.125,-20602,5,282.362
1618832612.08422,228,-20575,5,282.491
1618832614.76517,227.875,-20549,5,282.594
1618832617.47577,227.8125,-20522,5,282.771
1618832620.17019,227.6875,-20495,5,282.876
1618832622.86851,227.5625,-20469,5,283.004
1618832625.57013,227.5,-20442,5,283.179
1618832628.24667,227.375,-20415,5,283.356
1618832630.97648,227.3125,-20388,5,283.462
1618832633.67947,227.1875,-20362,5,283.589
1618832636.33196,227.0625,-20335,5,283.69
1618832638.9983,226.9375,-20308,5,283.866
1618832641.68543,226.875,-20282,5,284.039
1618832644.40016,226.75,-20255,5,284.141
1618832647.10014,226.6875,-20228,5,284.282
1618832649.77986,226.5625,-20202,5,284.449
1618832652.48022,226.5,-20175,5,284.583
1618832655.17095,226.375,-20149,5,284.736
1618832657.87896,226.3125,-20122,5,284.837
1618832660.56275,226.1875,-20095,5,285.035
1618832663.28398,226.0625,-20069,5,285.137
1618832665.96348,225.9375,-20042,5,285.269
1618832668.6632,225.8125,-20015,5,285.367
1618832671.37642,225.75,-19988,5,285.557
1618832674.06649,225.625,-19962,5,285.728
1618832676.75971,225.5,-19935,5,285.828
1618832679.43977,225.375,-19908,5,285.952
1618832682.16296,225.3125,-19881,5,286.067
1618832684.84604,225.1875,-19855,5,286.235
1618832687.54775,225.125,-19828,5,286.332
1618832690.23297,225,-19801,5,286.518
1618832692.94167,224.875,-19774,5,286.703
1618832695.62418,224.8125,-19748,5,286.808
1618832698.34355,224.6875,-19721,5,286.932
1618832701.01813,224.5625,-19694,5,287.036
1618832703.72825,224.4375,-19668,5,287.201
1618832706.43342,224.375,-19641,5,287.362
1618832709.13897,224.3125,-19614,5,287.497
1618832711.80054,224.1875,-19587,5,287.661
1618832714.46753,224.125,-19562,5,287.764
1618832717.16241,224,-19535,5,287.866
1618832719.85634,223.875,-19508,5,287.992
1618832722.58778,223.8125,-19481,5,288.159
1618832725.24886,223.6875,-19455,5,288.319
1618832727.94888,223.625,-19428,5,288.442
1618832730.64931,223.5,-19401,5,288.598
1618832733.35401,223.4375,-19374,5,288.698
1618832736.04805,223.3125,-19348,5,288.873
1618832738.73184,223.1875,-19321,5,288.973
1618832741.46015,223.125,-19294,5,289.159
1618832744.14619,223,-19268,5,289.259
1618832746.83196,222.875,-19241,5,289.423
1618832749.53343,222.8125,-19214,5,289.527
1618832752.21582,222.6875,-19187,5,289.729
1618832754.92611,222.5625,-19161,5,289.831
1618832757.61213,222.4375,-19134,5,290.016
1618832760.33799,222.3125,-19107,5,290.111
1618832763.02493,222.25,-19080,5,290.215
1618832765.70593,222.1875,-19054,5,290.406
1618832768.40862,222,-19027,5,290.514
1618832771.1046,221.9375,-19000,5,290.625
1618832773.79619,221.8125,-18973,5,290.795
1618832776.50442,221.75,-18947,5,290.913
1618832779.18007,221.625,-18921,5,291.081
1618832781.90745,221.5625,-18893,5,3
1618832784.5669,221.375,-18868,5,291.307
1618832787.2243,221.3125,-18841,5,291.47
1618832789.94761,221.25,-18814,5,291.572
1618832792.63467,221.125,-18787,5,291.756
1618832795.32183,220.9375,-18761,5,291.85
1618832798.03891,220.875,-18734,5,292.03
1618832800.7128,220.8125,-18707,5,292.151
1618832803.42379,220.6875,-18680,5,292.254
1618832806.10842,220.5625,-18654,5,292.433
1618832808.8305,220.5,-18627,5,292.623
1618832811.50096,220.375,-18600,5,292.732
1618832814.21179,220.3125,-18573,5,292.83
1618832816.90188,220.1875,-18547,5,292.945
1618832819.61698,220.125,-18520,5,293.104
1618832822.28607,220,-18494,5,293.225
1618832825.01138,219.9375,-18467,5,293.321
1618832830.31615,219.6875,-18414,5,293.693
1618832832.97639,219.625,-18388,5,293.795
1618832835.68393,219.5,-18362,5,293.922
1618832838.37273,219.4375,-18335,5,294.081
1618832841.10852,219.3125,-18307,5,294.179
1618832843.76818,219.25,-18281,5,294.31
1618832846.47353,219.125,-18255,5,294.484
1618832849.16029,219.0625,-18228,5,294.59
1618832851.87259,218.9375,-18201,5,294.698
1618832854.56484,218.875,-18174,5,294.892
1618832857.2607,218.75,-18148,5,294.994
1618832859.95291,218.6875,-18121,5,295.178
1618832862.65169,218.5625,-18094,5,295.282
1618832865.34556,218.4375,-18068,5,295.378
1618832868.05449,218.3125,-18041,5,295.507
1618832870.73352,218.25,-18014,5,295.689
1618832873.44851,218.1875,-17987,5,295.79
1618832876.13578,218.0625,-17961,5,296.008
1618832878.83621,217.9375,-17934,5,296.108
1618832881.52399,217.8125,-17907,5,296.206
1618832884.24523,217.75,-17880,5,296.375
1618832886.91502,217.625,-17854,5,296.495
1618832889.63989,217.5625,-17827,5,296.608
1618832892.31155,217.4375,-17800,5,296.792
1618832895.02229,217.3125,-17773,5,296.895
1618832897.71419,217.25,-17747,5,297.022
1618832900.41247,217.125,-17720,5,297.209
1618832903.11568,217.0625,-17693,5,297.309
1618832905.79618,216.9375,-17667,5,297.481
1618832908.5106,216.8125,-17640,5,297.58
1618832911.19639,216.75,-17613,5,297.701
1618832913.90152,216.625,-17586,5,297.866
1618832916.59173,216.5,-17560,5,297.965
1618832919.29283,216.4375,-17533,5,298.149
1618832921.98769,216.3125,-17507,5,298.25
1618832924.67932,216.25,-17480,5,298.365
1618832927.38667,216.1875,-17454,5,298.527
1618832930.05834,216.0625,-17427,5,298.625
1618832932.72058,216,-17400,5,298.801
1618832935.43898,215.875,-17373,5,298.905
1618832938.10956,215.75,-17347,5,299.084
1618832940.83181,215.625,-17320,5,299.186
1618832943.51345,215.5625,-17293,5,299.365
1618832946.21415,215.5,-17267,5,299.465
1618832948.91235,215.375,-17240,5,299.681
1618832951.61126,215.25,-17213,5,299.783
1618832954.29688,215.1875,-17186,5,299.884
1618832957.01259,215.0625,-17160,5,300.009
1618832959.68609,215,-17134,5,300.186
1618832962.40269,214.9375,-17106,5,300.292
1618832965.10901,214.8125,-17079,5,300.459
1618832967.77389,214.6875,-17054,5,300.582
1618832970.42836,214.625,-17027,5,300.743
1618832973.14539,214.5,-17000,5,300.843
1618832975.81937,214.4375,-16973,5,300.971
1618832978.53238,214.3125,-16947,5,301.072
1618832981.21643,214.1875,-16920,5,301.254
1618832983.92964,214.125,-16893,5,301.355
1618832986.62711,214,-16867,5,301.53
1618832989.31258,213.9375,-16840,5,301.634
1618832992.02277,213.8125,-16813,5,301.813
1618832994.69689,213.75,-16786,5,301.913
1618832997.42055,213.625,-16760,5,302.032
1618833000.09586,213.5,-16733,5,302.198
1618833002.81094,213.375,-16706,5,302.298
1618833005.48371,213.3125,-16680,5,302.486
1618833008.13668,213.1875,-16654,5,302.585
1618833010.84804,213.125,-16627,5,302.706
1618833013.53824,213.0625,-16600,5,302.808
1618833016.23297,212.9375,-16573,5,302.985
1618833018.92431,212.875,-16547,5,303.107
1618833021.65111,212.75,-16520,5,303.28
1618833024.32152,212.625,-16493,5,303.384
1618833027.03846,212.5625,-16467,5,303.508
1618833032.34775,212.3125,-16414,5,303.804
1618833037.66757,212.1875,-16362,5,303.995
1618833040.35116,212,-16335,5,304.203
1618833043.06935,211.9375,-16308,5,304.302
1618833045.74388,211.875,-16281,5,304.48
1618833048.49137,211.75,-16255,5,304.582
1618833051.21265,211.6875,-16227,5,304.686
1618833053.89232,211.5625,-16200,5,304.869
1618833056.58911,211.5,-16174,5,304.975
1618833059.28902,211.375,-16148,5,305.081
1618833061.98527,211.25,-16121,5,305.279
1618833064.68944,211.125,-16094,5,305.378
1618833067.37388,211.0625,-16068,5,305.483
1618833070.08914,210.9375,-16041,5,305.647
1618833072.76972,210.875,-16014,5,305.769
1618833075.49144,210.75,-15987,5,305.872
1618833078.15848,210.6875,-15961,5,306.047
1618833080.87788,210.625,-15934,5,306.209
1618833083.54413,210.5,-15907,5,306.319
1618833086.19851,210.375,-15880,5,306.437
1618833088.92102,210.3125,-15854,5,306.533
1618833091.5954,210.1875,-15827,5,306.701
1618833094.31715,210.125,-15800,5,306.852
1618833096.99231,210,-15773,5,306.981
1618833099.72045,209.9375,-15747,5,307.077
1618833102.3929,209.8125,-15720,5,307.259
1618833105.09422,209.6875,-15693,5,307.353
1618833107.7833,209.625,-15668,5,307.491
1618833110.48706,209.5,-15641,5,307.634
1618833113.17729,209.4375,-15614,5,307.738
1618833115.89062,209.3125,-15587,5,307.915
1618833118.58108,209.25,-15561,5,308.028
1618833121.26232,209.125,-15534,5,308.206
1618833123.9764,209,-15507,5,308.302
1618833126.65165,208.875,-15480,5,308.421
1618833129.30158,208.8125,-15454,5,308.533
1618833132.02283,208.6875,-15427,5,308.701
1618833134.7006,208.625,-15400,5,308.797
1618833137.41758,208.5,-15373,5,308.957
1618833140.09823,208.4375,-15347,5,309.077
1618833142.80108,208.3125,-15320,5,309.243
1618833145.50276,208.25,-15293,5,309.361
1618833148.18367,208.125,-15268,5,309.525
1618833150.90978,208.0625,-15240,5,9.626
1618833153.57994,208,-15214,5,309.743
1618833156.289,207.875,-15187,5,309.841
1618833158.98047,207.75,-15161,5,310.047
1618833161.68637,207.625,-15134,5,310.155
1618833164.37164,207.5625,-15107,5,310.322
1618833167.07079,207.4375,-15080,5,310.424
1618833169.77645,207.375,-15054,5,310.598
1618833172.46838,207.3125,-15027,5,310.721
1618833175.15646,207.1875,-15000,5,310.82
1618833177.8799,207.0625,-14973,5,310.995
1618833185.83595,206.8125,-14894,5,311.378
1618833188.49309,206.75,-14868,5,311.473
1618833191.2161,206.625,-14841,5,311.649
1618833193.88827,206.5625,-14815,5,311.749
1618833196.60083,206.4375,-14787,5,311.863
1618833199.28173,206.375,-14762,5,312.039
1618833201.99705,206.25,-14734,5,312.134
1618833204.67398,206.1875,-14708,5,312.297
1618833207.39131,206.0625,-14681,5,312.412
1618833210.07403,206,-14655,5,312.58
1618833212.76508,205.875,-14628,5,312.678
1618833215.47812,205.8125,-14601,5,312.799
1618833218.16152,205.6875,-14574,5,312.965
1618833220.87784,205.625,-14548,5,313.065
1618833223.5504,205.5,-14521,5,313.245
1618833226.2635,205.375,-14494,5,313.339
1618833228.95837,205.3125,-14468,5,313.441
1618833231.66437,205.1875,-14441,5,313.561
1618833234.3409,205.125,-14414,5,313.74
1618833237.06364,205,-14387,5,313.909
1618833239.73703,204.9375,-14361,5,314.084
1618833242.45362,204.8125,-14334,5,314.182
1618833245.13672,204.75,-14307,5,314.304
1618833247.84015,204.625,-14280,5,314.426
1618833250.53653,204.5625,-14254,5,314.587
1618833253.23013,204.4375,-14227,5,314.69
1618833255.92887,204.375,-14200,5,314.865
1618833258.61218,204.25,-14173,5,314.961
1618833261.33186,204.125,-14147,5,315.068
1618833264.01714,204.0625,-14120,5,315.252
1618833266.71744,204,-14093,5,315.349
1618833269.43123,203.875,-14067,5,315.448
1618833272.1195,203.8125,-14040,5,315.635
1618833274.80413,203.6875,-14013,5,315.8
1618833277.51757,203.625,-13986,5,315.9
1618833280.18838,203.5,-13961,5,316.027
1618833282.93893,203.375,-13933,5,316.121
1618833285.64878,203.3125,-13906,5,316.297
1618833288.36067,203.1875,-13879,5,316.473
1618833291.04025,203.125,-13853,5,316.576
1618833293.73228,203,-13826,5,316.671
1618833296.444,202.9375,-13799,5,316.769
1618833299.12246,202.8125,-13773,5,316.955
1618833301.83441,202.75,-13746,5,317.049
1618833304.52378,202.625,-13719,5,317.253
1618833307.23255,202.5625,-13692,5,317.353
1618833309.90696,202.4375,-13666,5,317.446
1618833312.63619,202.375,-13639,5,317.572
1618833315.30856,202.25,-13612,5,317.733
1618833318.01927,202.1875,-13585,5,317.832
1618833320.70382,202.125,-13559,5,318.027
1618833323.41572,202,-13532,5,318.117
1618833326.09883,201.9375,-13505,5,318.242
1618833328.79251,201.8125,-13478,5,318.413
1618833331.5089,201.6875,-13452,5,318.509
1618833334.20007,201.625,-13425,5,318.673
1618833339.51198,201.5,-13373,5,318.892
1618833342.18022,201.375,-13347,5,319.078
1618833344.88292,201.25,-13320,5,319.199
1618833347.58698,201.1875,-13293,5,319.295
1618833350.26622,201.125,-13267,5,319.488
1618833352.98333,201,-13240,5,319.588
1618833355.66529,200.9375,-13213,5,319.686
1618833358.36648,200.8125,-13186,5,319.863
1618833361.05741,200.75,-13160,5,319.975
1618833363.7846,200.625,-13133,5,320.136
1618833366.45201,200.5625,-13106,5,320.232
1618833369.13855,200.4375,-13079,5,320.399
1618833371.79614,200.3125,-13053,5,320.518
1618833374.51797,200.25,-13026,5,320.626
1618833377.18839,200.125,-13000,5,320.801
1618833379.90533,200.0625,-12973,5,320.9
1618833382.58379,199.9375,-12947,5,321.059
1618833385.29229,199.8125,-12920,5,321.178
1618833387.97629,199.75,-12893,5,321.275
1618833390.6997,199.6875,-12866,5,321.466
1618833393.38022,199.5625,-12840,5,321.561
1618833396.07885,199.5,-12813,5,321.745
1618833398.79377,199.375,-12785,5,321.843
1618833401.46861,199.25,-12760,5,321.941
1618833404.16392,199.1875,-12733,5,322.152
1618833406.8736,199.125,-12706,5,322.253
1618833409.55144,199,-12679,5,322.357
1618833412.27194,198.9375,-12653,5,322.476
1618833414.94569,198.875,-12626,5,322.644
1618833417.66839,198.75,-12599,5,322.737
1618833420.34061,198.6875,-12573,5,322.859
1618833423.05936,198.5625,-12546,5,323.03
1618833425.7567,198.5,-12519,5,323.152
1618833428.43371,198.375,-12492,5,323.248
1618833431.15896,198.3125,-12466,5,323.341
1618833433.83669,198.1875,-12439,5,323.528
1618833436.52743,198.125,-12412,5,323.625
1618833439.23707,198,-12385,5,323.812
1618833441.94624,197.9375,-12359,5,323.911
1618833444.59967,197.8125,-12332,5,324.106
1618833447.26348,197.75,-12306,5,324.203
1618833449.96978,197.625,-12279,5,324.302
1618833452.67816,197.5625,-12253,5,324.42
1618833455.36052,197.4375,-12226,5,324.62
1618833458.06922,197.375,-12199,5,324.716
1618833460.74593,197.25,-12173,5,324.812
1618833463.45599,197.125,-12146,5,324.931
1618833466.16976,197.0625,-12119,5,325.097
1618833468.84048,197,-12092,5,325.192
