Time [s],Pressure [mbar],N injection,Time opening [ms],Mass [g]
1618829903.01958,356.5625,18139,5,126.808
1618829905.69117,356.4375,18165,5,127.056
1618829908.33184,356.3125,18191,5,127.195
1618829910.99467,356.0625,18218,5,127.338
1618829913.69949,355.9375,18245,5,127.513
1618829919.05134,355.625,18297,5,127.88
1618829921.72549,355.4375,18324,5,128.012
1618829924.36436,355.3125,18350,5,128.245
1618829927.01799,355.1875,18376,5,128.408
1618829929.67748,355,18402,5,128.54
1618829932.38673,354.875,18430,5,128.697
1618829935.06892,354.6875,18456,5,128.925
1618829937.77296,354.5625,18482,5,129.088
1618829940.46782,354.375,18509,5,129.23
1618829943.16863,354.25,18536,5,129.4
1618829945.84786,354.0625,18563,5,129.612
1618829948.49584,353.9375,18589,5,129.743
1618829951.14075,353.75,18615,5,129.906
1618829953.79612,353.625,18642,5,130.158
1618829956.4996,353.5,18668,5,130.286
1618829959.2271,353.3125,18695,5,130.419
1618829961.88153,353.1875,18721,5,130.588
1618829964.52811,353,18748,5,130.82
1618829967.17103,352.875,18773,5,130.954
1618829969.82508,352.6875,18800,5,131.084
1618829972.53712,352.5,18827,5,131.304
1618829975.22633,352.375,18854,5,131.458
1618829977.93662,352.25,18880,5,131.622
1618829980.60473,352.0625,18907,5,131.845
1618829983.26835,351.9375,18933,5,131.974
1618829985.99632,351.75,18961,5,132.188
1618829988.64503,351.625,18986,5,132.353
1618829993.93232,351.25,19039,5,132.646
1618829996.59121,351.125,19065,5,132.775
1618829999.24244,351,19091,5,133.033
1618830001.95239,350.875,19118,5,133.163
1618830004.6457,350.6875,19145,5,133.331
1618830007.33548,350.5625,19171,5,133.537
1618830010.05147,350.4375,19198,5,133.673
1618830012.72054,350.25,19225,5,133.842
1618830015.37264,350.0625,19251,5,133.979
1618830018.01561,349.9375,19277,5,134.157
1618830020.66837,349.75,19303,5,134.299
1618830023.31305,349.625,19330,5,134.437
1618830025.95536,349.5,19356,5,134.682
1618830031.24901,349.125,19408,5,135.034
1618830033.89811,349,19435,5,135.163
1618830036.55478,348.875,19461,5,135.323
1618830039.25361,348.6875,19487,5,135.537
1618830041.96201,348.5625,19514,5,135.697
1618830044.6568,348.4375,19541,5,135.833
1618830047.34262,348.25,19567,5,135.968
1618830050.0552,348.0625,19594,5,136.197
1618830052.73042,347.875,19621,5,136.416
1618830055.37025,347.8125,19647,5,136.551
1618830058.02381,347.625,19673,5,136.676
1618830060.68454,347.5,19699,5,136.839
1618830063.39779,347.3125,19727,5,136.978
1618830066.06825,347.1875,19753,5,137.206
1618830071.35331,346.875,19805,5,137.567
1618830076.65277,346.5625,19858,5,137.856
1618830079.32335,346.4375,19884,5,137.989
1618830081.99889,346.3125,19911,5,138.236
1618830084.65315,346.125,19937,5,138.365
1618830087.36915,346,19963,5,138.515
1618830090.04837,345.8125,19990,5,138.72
1618830092.76042,345.6875,20017,5,138.876
1618830095.43461,345.5,20044,5,139.009
1618830098.09412,345.3125,20070,5,139.176
1618830100.78977,345.25,20097,5,139.374
1618830103.48863,345.0625,20124,5,139.557
1618830106.18533,344.9375,20150,5,139.736
1618830108.88506,344.8125,20176,5,139.891
1618830111.5744,344.625,20203,5,140.024
1618830114.28161,344.5,20230,5,140.267
1618830119.60562,344.1875,20283,5,140.564
1618830122.25251,344,20309,5,140.701
1618830124.9014,343.875,20336,5,140.867
1618830127.54953,343.75,20362,5,141.041
1618830132.83664,343.4375,20414,5,141.364
1618830135.49168,343.3125,20441,5,141.528
1618830138.1347,343.125,20466,5,141.745
1618830140.78981,343,20493,5,141.874
1618830143.50734,342.875,20520,5,142.089
1618830146.18431,342.6875,20546,5,142.221
1618830148.90186,342.5625,20573,5,142.377
1618830151.58373,342.375,20599,5,142.513
1618830154.2803,342.3125,20626,5,142.777
1618830156.97455,342.125,20653,5,142.901
1618830159.67611,341.9375,20679,5,143.133
1618830162.38114,341.75,20706,5,143.262
1618830165.07196,341.625,20733,5,143.419
1618830167.76475,341.5,20760,5,143.564
1618830170.47464,341.375,20786,5,143.789
1618830173.15807,341.25,20813,5,143.919
1618830175.87386,341.0625,20840,5,144.141
1618830178.54809,340.9375,20866,5,144.271
1618830181.26464,340.75,20893,5,144.426
1618830186.57742,340.5,20946,5,144.787
1618830189.24029,340.3125,20972,5,144.947
1618830191.94662,340.125,20999,5,145.077
1618830194.6355,340,21026,5,145.293
1618830197.33722,339.875,21053,5,145.471
1618830200.02619,339.75,21079,5,145.628
1618830202.73697,339.5625,21106,5,145.762
1618830205.42083,339.4375,21133,5,145.925
1618830208.13289,339.3125,21160,5,146.136
1618830210.80817,339.125,21186,5,146.292
1618830213.4607,339,21212,5,146.426
1618830216.16772,338.8125,21239,5,146.586
1618830218.87705,338.6875,21265,5,146.812
1618830221.55368,338.5,21292,5,146.942
1618830224.26611,338.375,21319,5,147.081
1618830226.94218,338.25,21346,5,147.312
1618830229.58524,338.0625,21371,5,147.441
1618830232.2366,337.9375,21398,5,147.601
1618830234.88359,337.8125,21424,5,147.807
1618830240.18278,337.5,21476,5,148.093
1618830242.88424,337.375,21503,5,148.319
1618830245.6042,337.1875,21531,5,148.448
1618830248.26474,337.0625,21557,5,148.603
1618830250.91404,336.9375,21583,5,148.735
1618830253.56522,336.75,21609,5,148.958
1618830256.21165,336.625,21636,5,149.111
1618830258.85815,336.4375,21662,5,149.247
1618830261.50591,336.3125,21688,5,149.404
1618830264.14942,336.1875,21714,5,149.598
1618830266.80487,336.0625,21741,5,149.753
1618830269.52226,335.875,21767,5,149.892
1618830274.83017,335.5625,21820,5,150.275
1618830277.4881,335.4375,21847,5,150.4
1618830280.1284,335.25,21872,5,150.56
1618830282.77723,335.1875,21898,5,150.703
1618830285.42484,335,21925,5,150.861
1618830288.07169,334.875,21951,5,151.074
1618830290.72771,334.75,21977,5,151.221
1618830293.43756,334.5625,22004,5,151.4
1618830296.13123,334.375,22031,5,151.526
1618830298.8304,334.25,22058,5,151.671
1618830301.52407,334.125,22084,5,151.889
1618830304.22539,334,22111,5,152.019
1618830306.91613,333.8125,22138,5,152.246
1618830309.61838,333.6875,22164,5,152.377
1618830312.31314,333.5625,22191,5,152.535
1618830315.01192,333.375,22218,5,152.727
1618830317.72762,333.25,22245,5,152.893
1618830320.38843,333.0625,22271,5,153.027
1618830323.06859,332.9375,22297,5,153.178
1618830325.73729,332.75,22324,5,153.418
1618830328.38853,332.6875,22351,5,153.552
1618830331.10484,332.5,22377,5,153.687
1618830333.76963,332.3125,22403,5,153.847
1618830336.42113,332.1875,22430,5,153.987
1618830339.07365,332.0625,22456,5,54.219
1618830341.7115,331.875,22482,5,154.346
1618830347.00395,331.625,22535,5,154.642
1618830349.6594,331.5,22561,5,154.863
1618830352.30131,331.3125,22587,5,154.994
1618830354.94847,331.1875,22613,5,155.141
1618830357.59638,331.0625,22640,5,155.299
1618830360.2521,330.9375,22665,5,155.505
1618830362.96363,330.75,22692,5,155.652
1618830365.65186,330.625,22719,5,155.786
1618830368.35073,330.4375,22746,5,156.042
1618830371.05683,330.3125,22772,5,156.167
1618830373.73377,330.1875,22799,5,156.294
1618830376.38579,330.0625,22826,5,156.451
1618830379.09686,329.875,22853,5,156.683
1618830381.78229,329.75,22878,5,156.814
1618830384.48386,329.625,22905,5,156.971
1618830387.18157,329.4375,22932,5,157.131
1618830389.87276,329.3125,22959,5,157.343
1618830392.57772,329.1875,22985,5,157.474
1618830395.27348,329,23012,5,157.632
1618830397.95877,328.875,23039,5,157.772
1618830400.68092,328.75,23065,5,158.001
1618830403.34379,328.625,23092,5,158.132
1618830406.00115,328.4375,23119,5,158.288
1618830408.71546,328.3125,23146,5,158.494
1618830411.3972,328.125,23172,5,158.621
1618830414.11296,327.9375,23199,5,158.773
1618830416.79299,327.8125,23226,5,158.909
1618830419.50797,327.6875,23253,5,159.112
1618830422.1917,327.5625,23279,5,159.281
1618830424.90192,327.375,23306,5,159.439
1618830427.57944,327.25,23332,5,159.621
1618830430.29262,327.125,23360,5,159.747
1618830432.97641,327,23385,5,159.965
1618830435.68471,326.875,23412,5,160.099
1618830438.36382,326.75,23439,5,160.23
1618830441.00684,326.625,23465,5,160.431
1618830443.6653,326.4375,23491,5,160.595
1618830446.36064,326.3125,23518,5,160.724
1618830449.07074,326.125,23545,5,160.861
1618830451.75322,326,23571,5,161.083
1618830454.47619,325.875,23598,5,161.222
1618830459.77852,325.625,23651,5,161.515
1618830462.42642,325.4375,23677,5,161.741
1618830465.08918,325.3125,23704,5,161.87
1618830467.79372,325.1875,23731,5,162.037
1618830470.4837,325.0625,23757,5,162.244
1618830473.19805,324.875,23784,5,162.374
1618830475.88292,324.6875,23810,5,162.531
1618830478.57711,324.5625,23837,5,162.658
1618830481.29639,324.4375,23864,5,162.859
1618830483.95698,324.3125,23890,5,163.038
1618830486.61856,324.1875,23917,5,163.173
1618830489.32088,324,23944,5,163.336
1618830492.00717,323.875,23970,5,163.474
1618830494.71524,323.75,23997,5,163.683
1618830497.40965,323.5625,24024,5,163.8
1618830500.10841,323.4375,24051,5,164.018
1618830502.80866,323.3125,24077,5,164.145
1618830505.50122,323.1875,24104,5,164.302
1618830510.82947,322.8125,24157,5,164.632
1618830513.47839,322.75,24182,5,164.788
1618830516.13849,322.5625,24209,5,164.988
1618830518.84749,322.4375,24236,5,165.124
1618830521.53546,322.3125,24263,5,165.29
1618830524.22851,322.1875,24289,5,165.421
1618830526.93714,322.0625,24316,5,165.587
1618830529.61839,321.875,24343,5,165.776
1618830532.32823,321.75,24369,5,165.933
1618830534.99368,321.625,24396,5,166.071
1618830537.64659,321.4375,24422,5,166.297
1618830540.30104,321.3125,24449,5,166.417
1618830545.58458,321.0625,24500,5,166.697
1618830548.2396,320.9375,24527,5,166.912
1618830550.88848,320.8125,24554,5,167.047
1618830553.53578,320.625,24579,5,167.178
1618830558.83159,320.375,24632,5,167.541
1618830561.47788,320.25,24658,5,167.667
1618830564.12587,320.0625,24684,5,167.825
1618830566.77361,319.9375,24710,5,168.017
1618830569.42377,319.8125,24737,5,168.175
1618830572.13741,319.6875,24763,5,168.306
1618830574.82172,319.5,24790,5,168.466
1618830577.52324,319.375,24817,5,168.649
1618830580.23943,319.25,24844,5,168.801
1618830582.93643,319.125,24870,5,168.94
1618830585.60207,318.9375,24897,5,169.141
1618830588.24752,318.875,24923,5,169.265
1618830593.53759,318.5625,24975,5,169.604
1618830596.20302,318.375,25002,5,169.837
1618830598.90418,318.25,25029,5,169.955
1618830601.57806,318.125,25055,5,170.11
1618830604.23855,318,25081,5,170.242
1618830606.94934,317.875,25108,5,170.459
1618830609.64784,317.6875,25135,5,170.582
1618830612.32454,317.5625,25162,5,170.742
1618830614.97579,317.4375,25187,5,170.951
1618830617.67628,317.3125,25214,5,171.096
1618830620.39134,317.1875,25242,5,171.223
1618830623.05728,317.0625,25267,5,171.379
1618830628.34767,316.8125,25320,5,171.703
1618830631.00183,316.625,25347,5,171.858
1618830633.64861,316.5,25372,5,171.986
1618830636.29598,316.375,25399,5,172.205
1618830638.94382,316.25,25425,5,172.336
1618830641.6052,316.125,25452,5,172.499
1618830644.28568,315.9375,25477,5,172.633
1618830646.93135,315.8125,25504,5,172.842
1618830652.2201,315.5625,25557,5,173.119
1618830654.8776,315.375,25582,5,173.273
1618830660.16708,315.125,25635,5,173.613
1618830662.81956,315,25662,5,173.787
1618830665.46066,314.875,25687,5,173.903
1618830668.11179,314.75,25714,5,174.116
1618830670.75265,314.625,25740,5,174.26
1618830673.40512,314.4375,25766,5,174.39
1618830676.05324,314.3125,25792,5,174.514
1618830678.70091,314.1875,25819,5,174.738
1618830681.34373,314.0625,25845,5,174.868
1618830683.99309,313.9375,25871,5,175.024
1618830689.29088,313.625,25924,5,175.293
1618830691.93749,313.5625,25950,5,175.566
1618830694.58915,313.375,25976,5,175.685
1618830697.29942,313.25,26003,5,175.803
1618830699.98791,313.0625,26030,5,175.954
1618830702.7,313,26057,5,176.11
1618830705.37157,312.8125,26082,5,176.317
1618830708.01827,312.75,26109,5,176.438
1618830710.67173,312.5625,26135,5,176.622
1618830713.38483,312.4375,26162,5,176.779
1618830716.06529,312.3125,26188,5,176.994
1618830718.71169,312.1875,26215,5,177.117
1618830721.42703,312,26242,5,177.24
1618830724.10978,311.9375,26268,5,177.412
1618830726.81637,311.75,26295,5,177.608
1618830729.50196,311.625,26322,5,177.729
1618830732.21619,311.5,26349,5,177.918
1618830734.89641,311.375,26375,5,178.071
1618830737.60654,311.1875,26402,5,178.254
1618830740.29145,311.0625,26429,5,178.4
1618830743.0065,310.9375,26456,5,178.535
1618830745.67964,310.8125,26481,5,178.668
1618830748.33674,310.6875,26508,5,178.884
1618830751.04712,310.5625,26535,5,179.01
1618830753.7147,310.4375,26562,5,179.166
1618830756.37371,310.3125,26587,5,179.369
1618830759.07765,310.125,26614,5,179.488
1618830761.78459,310,26641,5,179.636
1618830764.45547,309.875,26667,5,179.859
1618830769.74355,309.625,26720,5,180.113
1618830772.39134,309.4375,26747,5,180.313
1618830775.04777,309.3125,26772,5,180.428
1618830777.69199,309.1875,26799,5,180.643
1618830780.34102,309.0625,26825,5,180.765
1618830785.62419,308.8125,26877,5,181.047
1618830790.91839,308.5,26930,5,181.389
1618830793.57596,308.4375,26956,5,181.527
1618830796.21573,308.25,26982,5,181.675
1618830798.87244,308.125,27008,5,181.881
1618830801.49213,308,27035,5,182.003
1618830804.15937,307.875,27061,5,182.151
1618830809.45228,307.625,27113,5,182.486
1618830812.11129,307.5,27140,5,182.617
1618830814.86374,307.3125,27166,5,182.839
1618830817.56959,307.1875,27193,5,182.957
1618830820.21697,307.0625,27220,5,183.083
1618830825.53236,306.8125,27272,5,183.406
1618830828.19462,306.625,27299,5,183.602
1618830830.90487,306.5,27326,5,183.724
1618830833.62564,306.375,27353,5,183.954
1618830836.27563,306.25,27378,5,184.076
1618830838.9306,306.125,27405,5,184.221
1618830841.64843,306,27432,5,184.395
1618830844.32099,305.875,27459,5,184.547
1618830846.97237,305.6875,27484,5,184.681
1618830849.68832,305.5625,27512,5,184.843
1618830852.37535,305.4375,27538,5,185.041
1618830855.06749,305.3125,27564,5,185.16
1618830857.784,305.1875,27591,5,185.344
1618830860.45688,305.0625,27618,5,185.494
1618830863.17237,304.875,27645,5,185.637
1618830865.85265,304.75,27671,5,185.822
1618830868.56945,304.625,27698,5,186.018
1618830871.24174,304.5,27725,5,186.135
1618830873.88943,304.375,27752,5,186.284
1618830876.53577,304.25,27777,5,186.411
1618830879.18658,304.125,27804,5,186.7
1618830881.90396,304,27831,5,186.822
1618830884.57722,303.8125,27857,5,186.945
1618830887.2197,303.6875,27883,5,187.096
1618830889.87036,303.5625,27909,5,187.319
1618830895.15727,303.3125,27962,5,187.563
1618830897.8124,303.1875,27988,5,187.719
1618830903.09524,302.9375,28041,5,188.061
1618830905.76033,302.75,28066,5,188.186
1618830908.4662,302.6875,28093,5,188.312
1618830911.16395,302.5625,28120,5,188.522
1618830913.87564,302.375,28147,5,188.632
1618830919.18021,302.125,28199,5,188.939
1618830921.83746,302,28226,5,189.093
1618830924.47965,301.875,28252,5,189.216
1618830927.14425,301.75,28278,5,189.459
1618830929.8402,301.625,28305,5,189.572
1618830932.53228,301.5,28332,5,189.694
1618830935.25348,301.3125,28359,5,189.847
1618830937.92974,301.1875,28385,5,190.052
1618830940.62058,301.0625,28412,5,190.196
1618830943.36142,300.9375,28439,5,190.321
1618830946.01333,300.75,28465,5,190.482
1618830948.72858,300.625,28492,5,190.704
1618830951.40392,300.5,28519,5,190.828
1618830954.0468,300.4375,28545,5,190.948
1618830956.70804,300.3125,28571,5,191.095
1618830959.40892,300.125,28598,5,191.316
1618830962.11045,300.0625,28625,5,191.437
1618830964.84023,299.875,28652,5,191.589
1618830967.48438,299.75,28677,5,191.721
1618830970.13998,299.625,28704,5,191.874
1618830972.84553,299.5,28731,5,192.072
1618830975.53805,299.3125,28758,5,192.221
1618830978.23498,299.25,28784,5,192.343
1618830980.94394,299.125,28811,5,192.473
1618830983.62898,299,28838,5,192.626
1618830986.34679,298.8125,28864,5,192.823
1618830989.0037,298.6875,28891,5,193.01
1618830991.66466,298.5625,28917,5,193.128
1618830994.37927,298.4375,28944,5,193.28
1618830997.05242,298.25,28970,5,193.507
1618831002.33734,298,29023,5,193.753
1618831004.99492,297.875,29050,5,193.906
1618831007.64035,297.75,29075,5,194.109
1618831010.31934,297.625,29102,5,194.227
1618831012.98904,297.5,29129,5,194.418
1618831015.63465,297.375,29155,5,194.564
1618831020.92299,297.125,29207,5,194.879
1618831023.58536,297,29233,5,195.023
1618831026.29907,296.875,29261,5,195.15
1618831028.97638,296.75,29286,5,195.276
1618831031.68905,296.625,29314,5,195.488
1618831034.36927,296.5,29340,5,195.615
1618831037.0126,296.375,29366,5,195.778
1618831039.69101,296.1875,29393,5,195.913
1618831042.35525,296.0625,29419,5,196.065
1618831044.98708,296,29445,5,196.267
1618831047.61572,295.8125,29471,5,196.384
1618831050.31648,295.6875,29498,5,196.525
1618831053.00433,295.5625,29525,5,196.704
1618831055.70555,295.4375,29552,5,196.857
1618831058.39678,295.3125,29578,5,196.984
1618831061.09745,295.1875,29605,5,197.182
1618831063.78821,295,29632,5,197.3
1618831066.50747,294.875,29659,5,197.458
1618831071.81648,294.6875,29711,5,197.774
1618831074.48526,294.5,29737,5,197.908
1618831077.17662,294.375,29763,5,198.111
1618831079.8938,294.25,29791,5,198.253
1618831082.57003,294.125,29817,5,198.382
1618831085.28021,294,29844,5,198.577
1618831087.95141,293.875,29870,5,198.692
1618831090.61171,293.75,29897,5,198.851
1618831093.32074,293.625,29924,5,199.046
1618831096.01546,293.5,29951,5,199.186
1618831098.70117,293.375,29977,5,199.307
1618831101.42335,293.25,30004,5,199.523
1618831104.09537,293.125,30031,5,199.639
1618831106.81114,293,30058,5,199.788
1618831112.11986,292.75,30110,5,200.083
1618831114.77811,292.625,30136,5,200.239
1618831117.43173,292.5,30163,5,200.445
1618831120.14185,292.375,30189,5,200.571
1618831122.82683,292.1875,30216,5,200.69
1618831125.52378,292.0625,30243,5,200.9
1618831128.23356,291.9375,30269,5,201.018
1618831130.91983,291.8125,30296,5,201.179
1618831133.63262,291.6875,30323,5,201.309
1618831136.30429,291.5625,30350,5,201.516
1618831138.93148,291.4375,30375,5,201.634
1618831141.60179,291.3125,30402,5,201.82
1618831144.31319,291.1875,30429,5,201.97
1618831147.0081,291.0625,30456,5,202.091
1618831149.7143,290.9375,30482,5,202.299
1618831152.41627,290.8125,30509,5,202.414
1618831155.08951,290.625,30536,5,202.618
1618831157.80232,290.5,30563,5,202.731
1618831160.4814,290.4375,30588,5,202.859
1618831163.18777,290.3125,30615,5,203.077
1618831165.8846,290.1875,30642,5,203.197
1618831168.58026,290,30668,5,203.372
1618831171.28451,289.9375,30695,5,203.57
1618831173.95315,289.8125,30722,5,203.715
1618831176.61984,289.625,30749,5,203.832
1618831179.32774,289.5,30775,5,203.957
1618831182.00415,289.375,30802,5,204.162
1618831184.66325,289.25,30828,5,204.339
1618831187.35957,289.125,30855,5,204.478
1618831190.06871,289,30881,5,204.617
1618831192.7421,288.875,30908,5,204.783
1618831195.39646,288.75,30935,5,204.907
1618831198.10035,288.625,30962,5,205.057
1618831200.78741,288.5,30987,5,205.185
1618831203.42885,288.375,31014,5,205.397
1618831206.07403,288.25,31040,5,205.518
1618831208.72255,288.125,31066,5,205.713
1618831211.37672,288,31092,5,205.826
1618831214.09614,287.875,31120,5,206.004
1618831216.79547,287.75,31147,5,206.147
1618831219.49342,287.625,31173,5,206.268
1618831222.16567,287.5,31199,5,206.485
1618831224.88395,287.375,31226,5,206.609
1618831227.57096,287.25,31253,5,206.752
1618831232.89619,286.9375,31306,5,207.066
1618831235.56005,286.875,31332,5,207.191
1618831238.24584,286.75,31359,5,207.319
1618831240.89275,286.625,31385,5,207.526
1618831243.54398,286.5,31411,5,207.646
1618831246.25487,286.375,31438,5,207.783
1618831248.9459,286.25,31464,5,207.999
1618831251.64431,286.125,31491,5,208.116
1618831254.3397,286,31518,5,208.263
1618831257.03962,285.875,31545,5,208.424
1618831259.73221,285.75,31571,5,208.578
1618831262.44043,285.625,31598,5,208.702
1618831265.12039,285.4375,31625,5,208.909
1618831267.84051,285.3125,31652,5,209.031
1618831270.51235,285.1875,31678,5,209.227
1618831273.22089,285.0625,31705,5,209.348
1618831275.92738,285,31732,5,209.533
1618831278.59197,284.8125,31759,5,209.647
1618831281.24841,284.75,31784,5,209.775
1618831286.5313,284.5,31837,5,210.1
1618831289.19599,284.375,31863,5,210.261
1618831291.9053,284.1875,31890,5,210.442
1618831294.59636,284.125,31917,5,210.584
1618831297.30468,283.9375,31944,5,210.792
1618831302.6131,283.75,31996,5,211.054
1618831305.27535,283.625,32022,5,211.245
1618831307.98662,283.4375,32049,5,211.366
1618831310.6755,283.375,32075,5,211.51
1618831313.36737,283.25,32102,5,211.677
1618831316.0803,283.0625,32129,5,211.821
1618831318.76712,282.9375,32156,5,211.987
1618831321.49073,282.8125,32183,5,212.196
1618831326.79014,282.5625,32236,5,212.452
1618831329.4432,282.4375,32262,5,212.573
1618831334.72633,282.1875,32314,5,212.903
1618831337.39244,282.0625,32341,5,213.035
1618831340.10715,281.9375,32367,5,213.183
1618831342.78238,281.875,32393,5,213.362
1618831345.433,281.6875,32420,5,213.516
1618831348.14502,281.625,32447,5,213.637
1618831350.81986,281.4375,32473,5,213.828
1618831353.47788,281.3125,32499,5,213.969
1618831356.18617,281.1875,32526,5,214.138
1618831358.87235,281.0625,32553,5,214.279
1618831361.58529,280.9375,32579,5,214.404
1618831364.28429,280.8125,32606,5,214.528
1618831366.95793,280.75,32633,5,214.738
1618831369.67861,280.625,32660,5,214.853
1618831372.36994,280.5,32686,5,215.084
1618831375.04548,280.375,32713,5,215.198
1618831377.7043,280.1875,32740,5,215.312
1618831380.40818,280.125,32766,5,215.503
1618831383.09441,280,-32743,5,215.647
1618831385.80471,279.875,-32716,5,215.79
1618831388.49348,279.75,-32689,5,216.053
1618831391.19467,279.625,-32663,5,216.174
1618831393.89392,279.5,-32636,5,216.314
1618831396.57988,279.375,-32610,5,216.49
1618831399.29221,279.25,-32582,5,216.606
1618831401.97522,279.125,-32557,5,216.814
1618831404.67678,279,-32530,5,216.932
1618831407.37727,278.875,-32503,5,217.077
1618831410.06408,278.75,-32476,5,217.209
1618831412.77768,278.625,-32450,5,217.394
1618831415.45195,278.5,-32423,5,217.544
1618831418.10406,278.375,-32396,5,217.667
1618831420.81347,278.25,-32370,5,217.866
1618831423.51686,278.125,-32343,5,217.98
1618831426.1879,278,-32317,5,218.159
1618831428.84004,277.8125,-32290,5,218.3
1618831431.55972,277.75,-32264,5,218.42
1618831434.23201,277.625,-32237,5,218.615
1618831436.8841,277.5,-32211,5,218.76
1618831439.59255,277.375,-32183,5,218.88
1618831442.28902,277.25,-32157,5,219.005
1618831444.98206,277.0625,-32131,5,219.231
1618831447.69749,277,-32103,5,219.349
1618831453.00052,276.6875,-32051,5,219.673
1618831455.66574,276.625,-32025,5,219.808
1618831458.37488,276.5,-31998,5,219.952
1618831461.06069,276.375,-31972,5,220.155
1618831463.76852,276.25,-31945,5,220.276
1618831466.47301,276.125,-31918,5,220.426
1618831469.16273,275.9375,-31891,5,220.555
1618831474.48125,275.75,-31839,5,220.882
1618831477.16892,275.5625,-31812,5,221.023
1618831479.8505,275.4375,-31785,5,221.153
1618831482.5549,275.3125,-31759,5,221.339
1618831485.22956,275.1875,-31732,5,221.458
1618831487.96652,275.0625,-31705,5,221.652
1618831490.62787,275,-31678,5,221.767
1618831493.34001,274.875,-31652,5,221.949
1618831496.02465,274.75,-31625,5,222.089
1618831498.73091,274.5625,-31598,5,222.209
1618831501.41191,274.5,-31572,5,222.419
1618831504.12747,274.3125,-31545,5,222.541
1618831506.81512,274.25,-31518,5,222.736
1618831509.50492,274.0625,-31491,5,222.848
1618831512.22095,273.9375,-31465,5,223.032
1618831514.90855,273.8125,-31438,5,223.147
1618831517.59778,273.75,-31411,5,223.346
1618831520.31281,273.625,-31384,5,223.466
1618831522.98903,273.5,-31358,5,223.647
1618831525.70812,273.375,-31331,5,223.764
1618831528.37899,273.25,-31305,5,223.975
1618831533.66866,272.9375,-31253,5,224.247
1618831536.32393,272.875,-31226,5,224.361
1618831538.97069,272.75,-31200,5,224.552
1618831541.68811,272.625,-31173,5,224.667
1618831544.36258,272.5,-31147,5,224.855
1618831547.01538,272.4375,-31120,5,224.999
1618831549.72672,272.25,-31093,5,225.122
1618831552.40223,272.1875,-31067,5,225.271
1618831555.05533,272,-31041,5,225.401
1618831557.77093,271.9375,-31014,5,225.577
1618831560.44459,271.8125,-30987,5,225.699
1618831563.09682,271.6875,-30961,5,225.898
1618831565.80448,271.5,-30934,5,226.014
1618831568.49061,271.4375,-30907,5,226.129
1618831571.23691,271.3125,-30880,5,226.338
1618831573.94946,271.1875,-30854,5,226.453
1618831576.63404,271.0625,-30827,5,226.64
1618831579.34858,270.9375,-30800,5,226.782
1618831582.05185,270.8125,-30773,5,226.916
1618831584.71512,270.6875,-30747,5,227.104
1618831587.37612,270.5625,-30721,5,227.222
1618831590.08611,270.4375,-30694,5,227.426
1618831592.76817,270.3125,-30668,5,227.542
1618831595.47297,270.1875,-30641,5,227.659
1618831598.17463,270.0625,-30614,5,227.808
1618831600.85969,269.9375,-30587,5,227.953
1618831603.56993,269.875,-30561,5,228.155
1618831606.24546,269.6875,-30534,5,228.269
1618831608.88544,269.625,-30508,5,228.465
1618831611.54571,269.5,-30481,5,228.577
1618831614.26775,269.375,-30455,5,228.726
1618831616.93341,269.25,-30428,5,228.912
1618831619.58789,269.125,-30402,5,229.049
1618831622.29977,269,-30374,5,229.165
1618831624.98155,268.875,-30349,5,229.344
1618831627.69651,268.75,-30321,5,229.551
1618831630.39226,268.625,-30294,5,229.67
1618831633.07648,268.5625,-30269,5,229.783
1618831635.77976,268.4375,-30242,5,229.924
1618831638.4736,268.3125,-30215,5,230.126
1618831641.16265,268.1875,-30188,5,230.241
1618831643.87605,268.0625,-30162,5,230.389
1618831646.55734,267.9375,-30135,5,230.576
1618831649.26775,267.8125,-30108,5,230.691
1618831651.9533,267.6875,-30081,5,230.837
1618831654.65857,267.5625,-30055,5,230.954
1618831657.34574,267.4375,-30028,5,231.161
1618831660.06031,267.3125,-30001,5,231.272
1618831665.37633,267.0625,-29949,5,231.592
1618831668.02768,267,-29922,5,231.713
1618831670.68065,266.875,-29896,5,231.925
1618831673.38109,266.75,-29870,5,232.046
1618831676.09247,266.625,-29842,5,232.172
1618831678.77271,266.5,-29816,5,232.315
1618831681.50472,266.375,-29788,5,232.529
1618831684.19131,266.25,-29762,5,232.639
1618831686.87259,266.125,-29736,5,232.75
1618831689.57814,266,-29709,5,233.012
1618831692.26096,265.9375,-29682,5,233.117
1618831694.99859,265.75,-29655,5,233.268
1618831697.65421,265.6875,-29629,5,233.375
1618831700.37885,265.5625,-29602,5,233.497
1618831703.04562,265.4375,-29575,5,233.72
1618831705.76448,265.3125,-29549,5,233.833
1618831708.46848,265.1875,-29522,5,233.974
1618831711.14437,265.0625,-29495,5,234.146
1618831713.84498,264.9375,-29469,5,234.286
1618831716.53838,264.8125,-29442,5,234.407
1618831719.23688,264.6875,-29415,5,234.588
1618831721.93012,264.5625,-29388,5,234.722
1618831724.63624,264.4375,-29362,5,234.91
1618831727.31765,264.375,-29335,5,235.048
1618831730.04341,264.25,-29308,5,235.159
1618831732.72386,264.125,-29281,5,235.302
1618831735.40405,264,-29255,5,235.48
1618831738.05052,263.875,-29229,5,235.619
1618831743.34466,263.6875,-29176,5,235.912
1618831745.97258,263.5625,-29151,5,236.046
1618831748.64109,263.375,-29124,5,236.182
